point_id,plot_name,source_layer,source_family,source_label,citation_key,row_unit,unit_id,row_label,D,N,support_or_significance,source_file,source_row_number,study_type,allocation,trial_phase,completion_year,outcome_type,outcome_id,p_value,method,param_type,param_value,phase_2plus_flag,admission_reason,log10_N,log10_D,two_sample_p05_boundary_D,above_two_sample_p05_curve
ctgov_primary_randomized_02326,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02349477,Percent of Subjects With no Heavy Drinking Days (PSNHDD),0.4485192034616227,96.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40577,Interventional,Randomized,Phase 2,2018.0,Primary,1,0.028,"Regression, Logistic",Odds Ratio (OR),3.9,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.9822712330395684,-0.3482189577951958,0.4000759730296092,True
ctgov_primary_randomized_02327,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02351934,Length of Hospital Stay,0.1040365138331883,123.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89091,Interventional,Randomized,Phase 4,2016.0,Primary,1,0.564,Wilcoxon (Mann-Whitney),,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.089905111439398,-0.9828142090364858,0.35344800198031107,False
ctgov_primary_randomized_02328,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02353871,The Proportion of Responders at Day 29 in the ILA of Glabellar Lines at Maximum Frown.,0.5720840086980875,185.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17352,Interventional,Randomized,Phase 3,2015.0,Primary,1,<0.0001,"Regression, Logistic",,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.2671717284030137,-0.24254019177504688,0.2881988360422179,True
ctgov_primary_randomized_02329,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02354222,Change From Baseline in Percentage of Glycated Hemoglobin (HbA1c),0.530316400795109,154.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17321,Interventional,Randomized,Phase 3,2016.0,Primary,1,<0.001,ANCOVA,Least Squares Mean Difference,-0.94,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.187520720836463,-0.2754649414941612,0.3158767974810122,True
ctgov_primary_randomized_02330,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02354235,Change From Baseline in Percentage of Glycated Hemoglobin (HbA1c),0.5602164739637429,138.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17347,Interventional,Randomized,Phase 3,2016.0,Primary,1,<0.001,ANCOVA,Least Squares Mean Difference,-0.88,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1398790864012365,-0.2516441242765479,0.333686428378332,True
ctgov_primary_randomized_02331,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02354976,Geometric Mean Ratio (Week 12/Baseline) of % Liver Fat as Assessed by MRI (Epanova Versus Placebo),0.1877733190407101,78.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89103,Interventional,Randomized,Phase 2,2016.0,Primary,1,0.407,Mixed Models Analysis,Geometric mean ratio for difference,0.92,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.8920946026904804,-0.7263661171635529,0.4438444414890473,False
ctgov_primary_randomized_02332,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02355665,Percentage of Participants With Continuous Smoking Abstinence From Week 2 to Week 6,0.1333627277411352,1198.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40647,Interventional,Randomized,Phase 3,2016.0,Primary,1,0.021,Cochran-Mantel-Haenszel,Estimated Success Rate Ratio,2.0,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.0784568180532927,-0.8749655302255825,0.11325299025625647,True
ctgov_primary_randomized_02333,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02357459,Change From Baseline to Week 12 in the Weekly Mean of the Average Daily (24-hr) Pain (ADP) Intensity Scores for 32 mg FX006 Versus Placebo,0.3529616636712714,486.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17346,Interventional,Randomized,Phase 3,2016.0,Primary,1,<0.0001,longitudinal mixed repeated measures,Mean Difference (Final Values),-0.98,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.6866362692622934,-0.45227246220468675,0.17781154356871517,True
ctgov_primary_randomized_02334,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02361216,Percentage of Participants With Complete Resolution of Actinic Keratosis (AK),0.2437427208512514,729.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17416,Interventional,Randomized,Phase 3,2017.0,Primary,1,<0.001,Cochran-Mantel-Haenszel,Ratio of clearance rates,6.29,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.8627275283179747,-0.613068345234917,0.14518251737333734,True
ctgov_primary_randomized_02335,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02362503,Mean Change in Logarithm to the Base 10 (log10) HIV-1 Ribonucleic Acid (RNA) From Day 1 at Day 8-Randomized Cohort,0.4039789328475172,371.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17420,Interventional,Randomized,Phase 3,2024.0,Primary,1,<0.0001,ANCOVA,Mean Difference (Net),-0.625,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.569373909615046,-0.393641282381063,0.203512519948228,True
ctgov_primary_randomized_02336,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02362672,"The Change in Weekly (ie, 7-day Average) Pain Score at the End of Double-blind, Randomized Treatment Period, Relative to the Weekly Score at the End of Titration (Double-blind Baseline)",0.1801197666938552,1189.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40691,Interventional,Randomized,Phase 3,2017.0,Primary,1,0.0019,z-test,Mean Difference (Net),-0.55,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.0751818546186915,-0.744438624243176,0.11368081000093959,True
ctgov_primary_randomized_02337,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02362789,Pruritus Intensity Visual Analogue Scale Score at Week 32,0.4832727060685,132.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40688,Interventional,Randomized,Phase 3,2016.0,Primary,1,0.0055,ANCOVA,Mean Difference (Net),-18.3,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.12057393120585,-0.31580773194277334,0.3411859361863222,True
ctgov_primary_randomized_02338,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02367040,Progression Free Survival (PFS) Based on Independent Central Review.,0.4442258627267864,458.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40689,Interventional,Randomized,Phase 3,2025.0,Primary,1,2e-06,Log Rank,Hazard Ratio (HR),0.52,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.660865478003869,-0.3523961605273905,0.18316620511442214,True
ctgov_primary_randomized_02339,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02368210,"Percentage of Subjects Rated a ""Treatment Success"" Based on the Investigator's Global Assessment (IGA)",0.5355585354732179,151.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17393,Interventional,Randomized,Phase 3,2017.0,Primary,1,<0.001,Cochran-Mantel-Haenszel,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.1789769472931693,-0.2711930547225144,0.31899921404516624,True
ctgov_primary_randomized_02340,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02369653,"The Number of Participants With Non-Fatal DVT, PE, and CVST, and VTE-Related-Death",0.1812545114823659,512.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40664,Interventional,Randomized,Phase 3,2021.0,Primary,1,0.0403,Cochran-Mantel-Haenszel,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.709269960975831,-0.7417111748948304,0.17323797804370972,True
ctgov_primary_randomized_02341,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02369835,Radiation Dermatitis,0.0246925825148739,132.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89274,Interventional,Randomized,Phase 3,2018.0,Primary,1,0.8872,Chi-squared,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.12057393120585,-1.6074334862808508,0.3411859361863222,False
ctgov_primary_randomized_02342,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02370238,Progression Free Survival (PFS),0.0775805091386628,194.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89404,Interventional,Randomized,Phase 2,2020.0,Primary,1,0.589,Log Rank,Hazard Ratio (HR),1.14,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.287801729930226,-1.110247374576305,0.2814344266594924,False
ctgov_primary_randomized_02343,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02371369,"Percentage of Participants With Symptomatic, Locally Advanced Tenosynovial Giant Cell Tumor (TGCT) Achieving Complete or Partial Response to Pexidartinib Compared With That of Placebo Per Response Evaluation Criteria in Solid Tumors Version 1.1 at Week 25",0.7103216460783429,120.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17431,Interventional,Randomized,Phase 3,2021.0,Primary,1,<0.0001,Fisher's Exact Test,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.0791812460476247,-0.14854495059735237,0.3578388287434314,True
ctgov_primary_randomized_02344,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02371668,Area Under the Curve (AUC) of Viral Shedding,0.1991014214616526,104.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89433,Interventional,Randomized,Phase 2,2018.0,Primary,1,0.31,Wilcoxon (Mann-Whitney),,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.0170333392987803,-0.70092563936612,0.3843805616580309,False
ctgov_primary_randomized_02345,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02373371,Mean Change From Baseline in Total Number of Treated Mild Lesions Per Side at Week 12,0.0761811666266921,26.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89403,Interventional,Randomized,Phase 3,2018.0,Primary,1,0.846,Wilcoxon (Mann-Whitney),,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.414973347970818,-1.1181523809051153,0.7687611233160618,False
ctgov_primary_randomized_02346,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02374853,Number of Sternal Wound Infections,0.0745506988844418,1037.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89463,Interventional,Randomized,Phase 2,2019.0,Primary,1,0.23,Fisher Exact,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,3.015778756389041,-1.1275482808463475,0.12172750162021967,False
ctgov_primary_randomized_02347,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02375724,Change From Baseline in Overall Exacerbations of Chronic Pulmonary Disease Tool-Respiratory Symptoms (E-RS) Total Score Over the 8 Week Study Period,0.2496734923231324,300.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40750,Interventional,Randomized,Phase 4,2015.0,Primary,1,0.0306,Mixed Models Analysis,Least squares mean difference,-1.02,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.4771212547196626,-0.602627563971793,0.22631714681523432,True
ctgov_primary_randomized_02348,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02377921,Change From Baseline in UEC Score (Total Force in kg) at Week 48,0.1303331054594818,89.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89424,Interventional,Randomized,Phase 3,2017.0,Primary,1,0.5387,GEE model,Least Squares (LS) Mean Difference,0.74,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.9493900066449128,-0.8849452566417711,0.4155115337002551,False
ctgov_primary_randomized_02349,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02380742,VAS Score at the Time of Pessary Removal Adjusting for Baseline Pain,0.6331516950676103,54.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40751,Interventional,Randomized,Phase 2,2016.0,Primary,1,0.02,ANCOVA,Mean Difference (Final Values),2.87,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.7323937598229686,-0.19849222609935677,0.5334346307061455,True
ctgov_primary_randomized_02350,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02382016,Relative Change From Baseline to Week 12 in Pulmonary Vascular Resistance (PVR).,0.8439878791051417,85.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,40775,Interventional,Randomized,Phase 4,2018.0,Primary,1,0.0001,ANCOVA,ratio of geometric means,0.65,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.9294189257142929,-0.07366379043068631,0.4251758844743515,True
ctgov_primary_randomized_02351,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02383589,"Percentage of Participants (Excluding Telemedicine [TM] Participants) Who Achieved Sustained Complete Remission, Evaluated by the Pemphigus Disease Area Index (PDAI) Activity Score",0.6696976703541161,135.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17455,Interventional,Randomized,Phase 3,2019.0,Primary,1,<0.0001,Cochran-Mantel-Haenszel,Difference in proportion,30.8,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.130333768495006,-0.17412121182104304,0.3373736831684427,True
ctgov_primary_randomized_02352,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02383940,Change From Baseline in Hemoglobin A1C (A1C) at Week 12,0.3526936382856168,87.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89499,Interventional,Randomized,Phase 2,2016.0,Primary,1,0.1,MMRM,Least squares mean difference,-0.35,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.9395192526186185,-0.45260237385212887,0.42026039113120434,False
ctgov_primary_randomized_02353,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02384538,Australian/Canadian Hand Osteoarthritis Index (AUSCAN NR3.1) Pain Subdomain Score: Change From Baseline to Week 16,0.1509069044897392,132.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89500,Interventional,Randomized,Phase 2,2016.0,Primary,1,0.386,ANCOVA,LS Mean Difference,1.52,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.12057393120585,-0.8212908893616166,0.3411859361863222,False
ctgov_primary_randomized_02354,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02389621,Percentage of Participants Who Required No Platelet Transfusion Prior to the Primary Invasive Procedure and No Rescue Therapy For Bleeding From Randomization Through 7 Days After the Primary Elective Procedure,0.5306723287446964,215.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17458,Interventional,Randomized,Phase 3,2017.0,Primary,1,<0.0001,Cochran-Mantel-Haenszel,Difference,36.7,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3324384599156054,-0.2751735575313426,0.2673368686044623,True
ctgov_primary_randomized_02355,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02392624,"Percentage of Participants Who Experienced Clinical Worsening in CIU as Assessed by Urticaria Activity Score Over 7 Days (UAS7) (Clinical Worsening: UAS7 Greater Than or Equal to [>/=] 12, Maintained for At Least 2 Consecutive Weeks)",0.5421407624798212,206.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,17487,Interventional,Randomized,Phase 4,2017.0,Primary,1,<0.0001,Chi-squared,Clinical Worsening Rate Difference,-39.4,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.3138672203691533,-0.26588793775811664,0.2731143229703203,True
ctgov_primary_randomized_02356,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02393690,Response at 6 Months,0.2082170706486308,60.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89565,Interventional,Randomized,Phase 2,2022.0,Primary,1,0.42,Fisher Exact,,,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.7781512503836436,-0.6814836677909513,0.506060524752664,False
ctgov_primary_randomized_02357,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02395172,Overall Survival (OS) Time in Programmed Death Ligand 1 (PD-L1) + Full Analysis Set Population (FAS),0.1278128458539571,792.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,109218,Interventional,Randomized,Phase 3,2019.0,Primary,1,= 0.0721,Log Rank,Hazard Ratio (HR),0.87,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,2.8987251815894934,-0.893425495135943,0.1392885751783787,False
ctgov_primary_randomized_02358,Plot 3 sensitivity,registered_primary_randomized_sidecar,ClinicalTrials.gov phase-2+ primary randomized one-row-per-trial sub-sidecar,CT.gov phase-2+ primary randomized registry rows,du2024,one_primary_registry_outcome_per_randomized_trial,NCT02396316,Change in Intraocular Pressure (IOP) From Baseline to Pre-dose at Week 1,0.5033430679029204,54.0,registry p-value proxy,data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv,89566,Interventional,Randomized,Phase 3,2016.0,Primary,1,0.0644,ANCOVA,Difference of LS mean change,-4.9,True,cleaner CT.gov registry sidecar: phase-2+ randomized interventional trial with exactly one locally eligible primary two-group outcome; still excluded from strict Plot 3 because D is a registry p-value/enrollment proxy and no protocol/SAP timing audit is attached,1.7323937598229686,-0.29813590816363095,0.5334346307061455,False
