candidate_id,source_family,source_file,PSP,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,matched_result_rows,matched_result_indices,stat_types,conversion_methods,D_candidate,N_candidate,N_candidate_basis,positive_original,result_text_examples
vandenakker_psp_345_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,345,Superstars are not necessarily role models: Morality perceptions moderate the impact of competence perceptions on supervisor role modeling,doi.org/10/gdq9sc,European Journal of Social Psychology,paper_median_matched_preregistered_result_ready,True,,3,1;2;3,F,F_1_df_to_d,1.6877572663638378,492.0,PvNP_Data.NOriginal_publication_sample_size,0.666666666666667,"In line with H1, there was a significant main effect of competence, F(1,488) = 347.52, p &lt; .001, eta2 = .22, such that participants role modeled competent supervisors to a greater extent than incompetent supervisors. || In line with H2, there was a significant main effect of morality, F(1,488) = 637.67, p &lt; .001, eta2 = .40, such that participants role modeled moral supervisors to a greater extent than immoral supervisors || Importantly, in line with H3, there was a significant interaction between these variables, F(1,488) = 132.97, p &lt; .001, eta2 = .08. To decompose this interaction, we examined the simple condition effects (see Table 8). These revealed that the positive effect of high (vs. low) competence on role modeling was almost ten times greater among moral supervisors, F(1,488) = 480.63, p &lt; .001. eta2 = .48, than it was among their immoral counterparts, F(1,488) = 26.23, p &lt; .001, eta2 = .05"
vandenakker_psp_347_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,347,Support for Resettling Refugees: The Role of Fixed Versus Growth Mind-Sets,doi.org/10.1177/0956797618813561,Psychological Science,paper_median_matched_preregistered_result_ready,True,,3,1;2;3,t,t_df_to_d,0.317,404.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Most importantly for the current research and as predicted, the more people held a growth mind-set about the kind of person someone is, the more they supported resettling refugees in their country, b=0.26, 95% CI [0.10,0.42], SE = 0.082, b = 0.14, t(400) = 3.17, p = .0016 || This analysis revealed that participants’ mind-sets about intelligence were not associated with their support for resettling refugees, b= −0.0032, 95% confidence interval (CI) = [−0.15, 0.14], SE= 0.074, β=−0.0020, t(400) = −0.043, p= .97 || Participants with a more liberal political orientation were more likely to support resettling refugees, b= 0.77, 95% CI = [0.68, 0.86], SE= 0.046, β= 0.63, t(400) = 16.75, p&lt; .001, consistent with prior research (Altemeyer, 1998)."
vandenakker_psp_350_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,350,The Additive-Area Heuristic: An Efficient but Illusory Means of Visual Area Approximation,doi.org/10.1177/0956797619831617,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.805,97.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The results are shown in Figure 2. Observers were indeed faster (…) in making discriminations on the basis of additive area rather than true area. (…) A separate ANOVA conducted on response times revealed a similar pattern, and post hoc tests confirmed that observers were more than 120 ms faster for the additive-area trials compared with the true area trials, t(96) = 4.88, p &lt; .001, d = 0.50 || A repeated measures analysis of variance (ANOVA) conducted on accuracy with two factors (condition: additive area, true area; ratio: 1.10, 1.20, 1.30) revealed main effects of both condition, F(1, 96) = 17.80, p &lt; .001, and ratio, F(2, 95) = 24.43, p &lt; .001, as well as an interaction between the two, F(2, 95) = 9.94, p &lt; .001. Post hoc tests revealed that overall performance was above chance in the additive-area condition, t(96) = 10.88, p &lt; .001, d = 1.11."
vandenakker_psp_355_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,355,The affective twitches of task switches: Task switch cues are evaluated as negative,doi.org/10/gfpfx5,Cognition,paper_median_matched_preregistered_result_ready,True,,1,1,reported_g,reported_hedges_g,0.007,80.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"We only found a main effect of Prime Type, F(1, 79) = 5.09, p=.027, etasquared-g = 0.007, BF10 = 6.41. Fig. 2A shows that alternation primes (M=49.20, SE=1.56) lead to more negative judgements on neutral targets relative to repetition primes (M=46.63, SE=1.62)."
vandenakker_psp_357_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,357,The Belief in a Favorable Future,doi.org/10.1177/0956797617706706,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,chi_square,chi2_with_publication_n_to_d,0.3637634846274344,277.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"Participants in the objective condition displayed greater BFF (85%) than those in the subjective condition (70%), x2(1, N = 277) = 8.87, p = .003."
vandenakker_psp_361_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,361,The citation effect: In-text citations moderately increase belief in trivia claims,doi.org/10/gbv8h6,Acta Psychologica,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.16012815380508713,82.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"Citations, however, did not affect the truth ratings, F(1,78) = 0.50, p = .480, ηp 2 =.01, indicating that subjects provided similar ratings for items presented with and without a citation. || Citations, however, did not affect the truth ratings, F(1,78) = 0.50, p = .480, ηp 2 =.01, indicating that subjects provided similar ratings for items presented with and without a citation. This outcome supported our second hypothesis, that citations would not affect believability."
vandenakker_psp_363_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,363,The cognate facilitation effect in bilingual lexical decision is influenced by stimulus list composition,doi.org/10/gckv79,Acta Psychologica,paper_median_matched_preregistered_result_ready,True,,2,1;2,chi_square,chi2_with_publication_n_to_d,0.8098311087563708,100.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The simple effects analyses revealed significant facilitation for cognates compared to English controls in the standard version [χ2(1) = 27.99, p < .001, Δ = 46 ms] || The cognate facilitation effects in the mixed and +DW versions were not significant [mixed version: χ2(1) = 3.357, p = .067, Δ = 13 ms"
vandenakker_psp_373_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,373,The effect of question structure on self-reported drinking: Ascending versus descending order effects,doi.org/10/gdhsrf,Journal of Research in Personality,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;13,chi_square; r,chi2_with_publication_n_to_d; r_to_d,0.11277216639176799,791.0,PvNP_Data.NOriginal_publication_sample_size,0.538461538461538,"Results for hypothesis tests are presented in Table 1 (...) Though results trended towards primacy effects for alcohol problems, hypotheses were not supported (...) [Results from Table: x2(1) = 3.44, p = 0.06] || Results for hypothesis tests are presented in Table 1 (...) Specifically, means were lower in the descending condition for (...) sensation-seeking (...) hypotheses were not supported for all other variables [Results extracted from Table 1, Hopelessness: x2(1) = 1.27, p =.26 | Anxiety Sensitivity: x2(1) 0.96, p = .76 | Sensation Seeking: x2(1) = 11.90, p = .001 | Impulsivity: x2(1) = 1.04, p = .31] || Results for hypothesis tests are presented in Table 1 (...) Specifically, means were lower in the descending condition for enhancement motives (...) hypotheses were not supported for all other variables [Results extracted from Table 1, Social: x2(1) = 1.72, p =.19 | Enhancement: x2(1) = 6.01, p =.01 | Conformity: x2(1) = .001, p=.97 | Coping: x2(1) = .16, p=.69]"
vandenakker_psp_375_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,375,The Empirical Case for Acquiescing to Intuition,doi.org/10.1177/0956797617723377,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;4,F; r,F_1_df_to_d; r_to_d,1.1610439797196537,400.0,PvNP_Data.NOriginal_publication_sample_size,0.857142857142857,"F(1, 396) = 178.33, p &lt; .001, ηp2 = .31. || χ2(1, N = 400) = 77.31, p &lt; .001, r = .44, 95% CI = [.35, .52]"
vandenakker_psp_376_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,376,"The Ethical Perils of Personal, Communal Relations: A Language Perspective",doi.org/10.1177/0956797619882917,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,0.3411211461689767,200.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Participants in the warmth condition (M = 3.88, SD = 1.96, 95% CI = [3.50, 4.26]) were more likely to engage in the morally questionable behavior than those in the neutral condition (M = 3.22, SD = 1.93, 95% CI = [2.83, 3.61]), t(198) = 2.40, p = .017"
vandenakker_psp_379_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,379,The evil eye effect: vertical pupils are perceived as more threatening,doi.org/10/gfscgd,Cognition and Emotion,paper_median_matched_preregistered_result_ready,True,,1,1,t,t_df_to_d,1.095525923554677,184.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"A negative score indicated that participants had a negative implicit attitude toward vertical pupils. A onesample t-test showed that this difference was significantly different from 0 (t(183) = −7.41, p &lt; .001, 95% CI [–.30, –.17], d = –.55).Such result showed that, controlling for the rest of the face, vertical pupils were perceived as more threatening than horizontal pupils."
vandenakker_psp_383_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,383,The first direct replication on using verbal credibility assessment for the detection of deceptive intentions,doi.org/10/gd9pz2,Applied Cognitive Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;4,F; reported_d_or_dz,F_1_df_to_d; reported_d_or_dz,0.5344458783998878,85.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"For the sake of exactly replicating the original analysis, we first tested for the Veracity main effect for the time schedule question only. There was no significant difference in specific time references between truthful and deceptive answers, tone‐sided(74.97) = −0.64, p = 0.262, d = −0.14 [95% CI: −0.59; 0.30].1 The 2 (Veracity: truthful vs. deceptive, between‐subjects) by 2 (Question focus: time schedule vs. route description) mixed analysis of variance (ANOVA) on the proportion of human‐cod || For the LIWC-coded temporal details, there was only a significant Question focus main effect, F (1, 77) = 10.24, p = 0.002, f = 0.36, showing that there were more temporal details for the time schedule question (M = 6.41, SD = 4.26) than for the route description question (M = 4.41, SD = 4.16). There was no significant Veracity main effect, F (1, 77) = 0.26, p = 0.613, f = 0.06, nor a significant Veracity by Question focus interaction, F (1, 77) = 0.22, p = 0.639, f = 0.05. || The 2 by 2 mixed ANOVA on the proportion of human‐coded spatial details indicated a significant main effect of Veracity, F (1, 77) = 8.68 p = 0.004, f = 0.36, suggesting that—contrary to the expectation— deceptive answers (M = 9.65, SD = 6.10) contained more spatial details than truthful ones (M = 7.46, SD = 4.87) regardless of Question focus. A significant main effect of Question focus, F (1, 77) = 52.51, p &lt; 0.001, f = 0.82, showed that answers to the route description question (M = 11.29, "
vandenakker_psp_384_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,384,"The Future and the Will: Planning requires self-control, and ego depletion leads to planning aversion",doi.org/10.1016/j.jesp.2018.01.005,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;3,r,r_to_d,0.7343124026488532,201.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"This correlation was statistically significant for both actual planning during the past week (r=.361, N=201, p &lt; .001) || This correlation was statitiscally significant for (...) intended planning during the week to come (r=.328, N=201, p &lt; .001)."
vandenakker_psp_385_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,385,The Grateful Don’t Cheat: Gratitude as a Fount of Virtue,doi.org/10.1177/0956797619848351,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,2,chi_square,chi2_with_publication_n_to_d,0.4243398504520546,173.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"We also intended to see whether gratitude would decrease cheating in a dose-dependent manner. That is, we wanted to determine whether differing intensities of gratitude would predict probabilities of behaving fairly because this would provide additional support for our perspective. A logistic regression, in which we regressed participants’ choices to cheat or be fair on their levels of gratitude, supported this view. In this model, gratitude proved to be a reliable predictor of behavior, b = 0.5"
vandenakker_psp_388_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,388,The Humanizing Voice: Speech Reveals and Text Conceals a More Thoughtful Mind in the Midst of Disagreement,doi.org/10.1177/0956797617713798,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.32499999999999996,666.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"As predicted, evaluators in the voice conditions again judged communicators who disagreed with them to be significantly more humanlike than did evaluators in the text conditions, both in human uniqueness, t(563) = 4.29, p &lt; .001, d = 0.36, (...) Unlike in Experiments 1 and 2, however, when evaluators agreed with their communicators, communication medium (voice conditions vs. text conditions) significantly affected evaluations of human uniqueness, t(284) = 3.71, p &lt; .001, d = 0.44, || As predicted, evaluators in the voice conditions again judged communicators who disagreed with them to be significantly more humanlike than did evaluators in the text conditions, (...) in human nature, t(563) = 3.48, p &lt; .001, d = 0.29 (see Fig. 3). (...) Unlike in Experiments 1 and 2, however, when evaluators agreed with their communicators, communication medium (voice conditions vs. text conditions) significantly affected evaluations of human uniqueness, t(284) = 3.71, p &lt; .001, d = 0.44"
vandenakker_psp_390_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,390,The Illusion of Consensus: A Failure to Distinguish Between True and False Consensus,doi.org/10.1177/0956797619856844,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.3,240.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"the two conditions did not differ significantly from one another, t(77) = 1.28, p &gt; .40, d = 0.30, Bonferroni corrected."
vandenakker_psp_396_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,396,The impact of past behaviour normality on regret: replication and extension of three experiments of the exceptionality effect,doi.org/10/gfskfp,Cognition and Emotion,paper_median_matched_preregistered_result_ready,True,,9,1;2;3;4;5;6;7;8;9,chi_square; reported_d_or_dz,chi2_with_publication_n_to_d; reported_d_or_dz,0.71,342.0,PvNP_Data.NOriginal_publication_sample_size,0.777777777777778,"Most participants associated higher regret with Mr. Jones (315, 92%) rather than Mr. Smith (27, 8%; χ2 (1, N = 342) = 242.53, p &lt; .001) || Replicating the original results, most participants associated stronger regret with the exception (277, 81%) than with routine behaviour (65, 19%; χ2 (1, N = 342) = 131.42, p &lt; .001, d = 1.58). || An independent samples t-test comparing the two conditions revealed no significant difference between compensation in the joint exception and the routine condition (Exp1: t(246) = 0.79, p = .428, d = 0.09"
vandenakker_psp_398_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,398,The Impact of Workplace Health Promotion Programs Emphasizing Individual Responsibility on Weight Stigma and Discrimination,doi.org/10/gfp32b,Frontiers in Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;4,reported_d_or_dz,reported_d_or_dz,0.065,238.0,PvNP_Data.NOriginal_publication_sample_size,0.25,"The interaction between WHPP Focus and Candidate Weight- Status did not reach significance, F(1, 167) = 1.99, p = 0.16, Cohen’s d = 0.012 || There was no effect of WHPP Focus (b = −0.04, p = 0.49, Cohen’s d = 0.10) || nor a significant WHPP × BMI interaction, b = 0.01, p = 0.82, Cohen’s d = 0.03)."
vandenakker_psp_399_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,399,The Interpersonal Sunk-Cost Effect,doi.org/10.1177/0956797617752641,Psychological Science,paper_median_matched_preregistered_result_ready,True,,3,1;3;7,reported_d_or_dz,reported_d_or_dz,0.52,603.0,PvNP_Data.NOriginal_publication_sample_size,0.375,"In Experiment 3b, participants were willing to invest a significantly larger portion of the last $1 million in In Experiment 3b, participants were willing to invest a significantly larger portion of the last $1 million in the fuel-efficient plane when they had already invested $99 million in that same project (sunk cost for self) than when they had invested the $99 million in other projects (no sunk cost for self), Ms = 64.99% vs. 43.77%, t(291) = 4.48, p &lt; .0001, d = 0.52, 95% CI = [.29, .76 || In Experiment 3b, participants were willing to invest a significantly larger portion of the last $1 million in the fuel-efficient plane when they had already invested $99 million in that same project (sunk cost for self) than when they had invested the $99 million in other projects (no sunk cost for self), Ms = 64.99% vs. 43.77%, t(291) = 4.48, p &lt; .0001, d = 0.52, 95% CI = [.29, .76], BF = 1,445 || Participants were also willing to invest a significantly larger share of the last $1 million in the fuel-efficient plane when someone else had invested the $99 million in the plane’s development than when that person had invested the $99 million in other projects, Ms = 62.68% vs. 48.20%, t(308) = 3.00, p &lt; .003, d = 0.34, 95% CI = [.12, .57], BF = 8.94."
vandenakker_psp_403_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,403,The language of lies: a preregistered direct replication of Suchotzki and Gamer (2018; Experiment 2),doi.org/10/gfpqf2,Cognition and Emotion,paper_median_matched_preregistered_result_ready,True,,2,1;2,F; reported_d_or_dz,F_1_df_to_d; reported_d_or_dz,1.5115520983443367,63.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"the paired sample t-test showed that the lie-truth difference in RTs for the non-native language (M = 155.59, SD = 195.30) was smaller than the lie-truth difference in RTs for the native language (M = 307.94, SD = 268.98), t(62) = 4.26, p &lt; .001, d = .54 [95% CI: .27, .80]. || While the focus of the replication was on the lie effect for native vs non-native language, the full ANOVA including all factors of the design is of interest. The 2 (Language: native vs. foreign) × 2 (Veracity: truth vs. lie) × 2 (Emotionality: emotional vs neutral) repeated measures ANOVA on RTs showed main effects for Veracity F(1,62) = 95.57, p &lt; .001, ηp 2 = .61. &lt; .001, and Language F(1,62) = 5.93 p = .018, ηp 2 = .09, that fell under the predicted Veracity by Language interaction, F("
vandenakker_psp_404_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,404,The Link Between Self-Dehumanization and Immoral Behavior,doi.org/10.1177/0956797618760784,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.22,429.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"t(427) = -2.11, p = .036, d = 0.22, augmented p = [.054, .065] (Sagarin et al., 2014). Participants in the possibility-of-cheating condition self-reported significantly lower human capabilities (M = 5.83, SD = 0.60) compared with those in the neutral condition (M = 5.96, SD = 0.57)."
vandenakker_psp_406_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,406,The modulating role of self-posed questions in repeated choice: Integral and incidental questions can increase or decrease behavioral rigidity,doi.org/10.1016/j.jesp.2019.103840,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,odds_ratio,chinn_log_or_to_d,0.2740213455660279,60.0,PvNP_Data.NOriginal_publication_sample_size,0.6,"We expected the affirmative question to lead to more repeated choice, and indeed people repeated their choices more often under the affirmative question than under the no-question baseline, OR=1.27, 95% CI [1.09, 1.48], p &lt; .001, and 53% of individual participants showed this effect || Also as expected, under the negative question, people repeated their choices less often than under the no-question baseline, OR=0.47, 95% CI [0.40, 0.56], p &lt; .001, and 68% of individual participants showed this effect."
vandenakker_psp_408_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,408,The Paradox of Viral Outrage,doi.org/10.1177/0956797618780658,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,2,F,F_1_df_to_d,0.25024828435307217,799.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"This revealed a main effect of outrage, F(1, 785) = 12.29, p &lt; .001, ηp 2 = .02 (Fig. 9); participants reported more negative impressions of the target commenter when outrage was viral (M = 3.17, SD = 1.47) rather than nonviral (M = 2.97, SD = 1.30). Again contrary to predictions, there was no main effect of offender and no interaction, ps ≥ .874."
vandenakker_psp_410_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,410,The Power of Attention: Using Eye Gaze to Predict Other-Regarding and Moral Choices,doi.org/10.1177/0956797618799301,Psychological Science,paper_median_matched_preregistered_result_ready,True,,4,5;6;7;8,odds_ratio,chinn_log_or_to_d,0.8411355150069354,100.0,PvNP_Data.NOriginal_publication_sample_size,0.375,"In line with Hypothesis 2 and the results of Study 1, the link between last fixation and subsequent choices was weaker for the exogenous than for the autonomous group (OR = 0.07, 95% CI = [0.06, 0.09], z = −20.67, p &lt; .001; see Table 2). || In line with Hypothesis 2 and the results of Study 1, the link between last fixation and subsequent choices was weaker for the exogenous than for the autonomous group (OR = 0.07, 95% CI [0.06, 0.09], z = -20.67, p &lt;.001; see Table 2). || When analyzing whether the attention–choice relationship was more pronounced for moral as opposed to other-regarding choices (Hypothesis 3), we found that results replicated the pattern in Study 1 in that the top-down influence of last fixation on choice behavior was stronger for moral choices than other-regarding choices (OR = 1.48, 95% CI = [1.01, 2.17], z = 1.99, p = .047; see Fig. 2)."
vandenakker_psp_412_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,412,The Primacy Effect in Impression Formation: Some Replications and Extensions,doi.org/10/gdkx4c,Social Psychological and Personality Science,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.2,406.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"The number of positive adjectives selected was predicted by valence (Experiment 3: B = .85, SE = .39, t = 2.21, p = .03, d =.20) (...) Participants in the positive-first condition endorsed, on average, about one (out of 18) additional positive trait (M = 8.37Exp3, 8.73 Exp4) relative to those in the negativefirst condition (M = 7.52 Exp3, 7.25 Exp4)."
vandenakker_psp_417_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,417,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,doi.org/10.1016/j.jesp.2019.103887,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.472,136.0,PvNP_Data.NOriginal_publication_sample_size,0.625,"Similar to previous studies using the BeanFest paradigm (Fazio et al., 2004, Experiment 2; Pietri et al., 2012), the mean response was significantly negative, M=−0.135, SD=0.286, t(135)=−5.505, p &lt; .001, dz=0.472, indicating NGA. That is, a novel bean was much more likely to be classified as “bad” than as “good”. This was true both in the 2-alternatives condition, M=−0.178, SD=0.300, t (67)=−4.888, p &lt; .001, dz=0.593, and in the 3-alternatives condition, M=−0.092, SD=0.267, t(67)=−2.850, p"
vandenakker_psp_420_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,420,The Smile-Seeking Hypothesis: How Immediate Affective Reactions Motivate and Reward Gift Giving,doi.org/10/gd4jcw,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz; t,reported_d_or_dz; t_df_to_d,0.6582838282946705,375.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"First, participants (both givers and receivers) predicted that the personalized mugs would induce greater affective reactions than the ergonomic mugs (Ms = 5.67 vs. 4.53, SDs = 1.39 vs. 1.50), t(374) = 10.7, p &lt; .001, and predicted that the mugs would yield similar levels of receiver satisfaction (Ms = 5.26 vs. 5.11, SDs = 1.65 vs. 1.54), t(374) = 1.30, p = .195 || Next, we tested our main hypothesis by comparing givers’ relative preference for giving the mugs with receivers’ relative preference for receiving the mugs. Givers indicated greater relative preference for the personalized mugs than did receivers (Ms = 6.12 vs. 5.50, SDs = 3.05 vs. 3.02), t(373) = −1.99, p = .047, d = 0.21, 95% confidence interval (CI) = [0.002, 0.407] (see Fig. 2)."
vandenakker_psp_421_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,421,The temporal dynamics of the link between configural face processing and dehumanization,doi.org/10.1016/j.jesp.2019.103883,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.25,87.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Consistent with predictions, participants had higher AUC values when classifying inverted (M=0.68, SD=1.08) versus upright (M=0.56, SD=0.91) human faces, t(86)=3.53, p &lt; .0001, d=0.38, 95% CI [0.07, 0.68]. || No such differences were found for inverted (M=0.66, SD=1.03) versus upright chimpanzee faces (M=0.69, SD=1.04), t(86)=1.12, p=.26, d=0.12, 95% CI [−0.18, 0.49]."
vandenakker_psp_422_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,422,The testing effect and analogical problem-solving,doi.org/10/gdrbgm,Memory,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.23,97.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"Concerning the final test, performance was numerically greater for learners in the retrieval practice group (M = .57 SE = .06) versus the restudy group (M = .48 SE = .06), though the difference was not statistically significant t(95) = 1.16, p = .125, d = .23."
