artifact_id	parent_corpus_database_id	artifact_role	file_name	sample_kind	sample_status	candidate_parser_family	mirror_local_path	sample_path	estimated_rows_or_members	column_count	columns_preview	pair_signal_count	effect_signal_count	n_signal_count	identity_signal_count	priority_score	parser_priority	recommended_next_stage	routing_basis	queued_at
source_artifact_02888948151fce9a	repo_search_dataverse_4450c811f725	data_file	DFM_ 63_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_02888948151fce9a__DFM__63_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_02888948151fce9a.json	854	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:07
source_artifact_057796c0afbff429	repo_search_dataverse_4450c811f725	data_file	DFM_ 64_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_057796c0afbff429__DFM__64_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_057796c0afbff429.json	1026	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:07
source_artifact_5984b902f88c0c11	repo_search_dataverse_4450c811f725	data_file	DFM_ 65_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_5984b902f88c0c11__DFM__65_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_5984b902f88c0c11.json	696	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:07
source_artifact_e0b92cda21ceed8e	repo_search_dataverse_4450c811f725	data_file	DFM_ 66_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_e0b92cda21ceed8e__DFM__66_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e0b92cda21ceed8e.json	1030	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:07
source_artifact_49c06acdce7a6133	repo_search_dataverse_4450c811f725	data_file	DFM_ 67_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_49c06acdce7a6133__DFM__67_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_49c06acdce7a6133.json	1914	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:07
source_artifact_38a323ea8d6544a2	repo_search_dataverse_4450c811f725	data_file	DFM_ 68_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_38a323ea8d6544a2__DFM__68_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_38a323ea8d6544a2.json	1716	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_70444bcbe739cc30	repo_search_dataverse_4450c811f725	data_file	DFM_ 69_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_70444bcbe739cc30__DFM__69_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_70444bcbe739cc30.json	1439	151	Unnamed: 0; V1; V2; V3; V4; V5; V6; V7; V8; V9; V10; V11; V12; V13; V14; V15; V16; V17; V18; V19; V20; V21; V22; V23; V24; V25; V26; V27; V28; V29; V30; V31; V32; V33; V34; V35; V36; V37; V38; V39	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_bdea4c7fa1651034	repo_search_dataverse_4450c811f725	data_file	DFM_01_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_bdea4c7fa1651034__DFM_01_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_bdea4c7fa1651034.json	2628	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_29bc3d5fb6a37473	repo_search_dataverse_4450c811f725	data_file	DFM_02_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_29bc3d5fb6a37473__DFM_02_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_29bc3d5fb6a37473.json	4104	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_907e51075a115c34	repo_search_dataverse_4450c811f725	data_file	DFM_03_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_907e51075a115c34__DFM_03_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_907e51075a115c34.json	2872	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_aedcc72961ff8d0f	repo_search_dataverse_4450c811f725	data_file	DFM_04_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_aedcc72961ff8d0f__DFM_04_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_aedcc72961ff8d0f.json	2753	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_d3ccf74a5bf017d4	repo_search_dataverse_4450c811f725	data_file	DFM_05_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_d3ccf74a5bf017d4__DFM_05_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_d3ccf74a5bf017d4.json	2794	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_b42a2daac93d01c7	repo_search_dataverse_4450c811f725	data_file	DFM_06_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_b42a2daac93d01c7__DFM_06_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_b42a2daac93d01c7.json	2838	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_a9ce601f27b82fdb	repo_search_dataverse_4450c811f725	data_file	DFM_07_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_a9ce601f27b82fdb__DFM_07_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_a9ce601f27b82fdb.json	1565	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_34be62db70af5c9e	repo_search_dataverse_4450c811f725	data_file	DFM_08_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_34be62db70af5c9e__DFM_08_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_34be62db70af5c9e.json	2583	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_8f221f29b4c8720c	repo_search_dataverse_4450c811f725	data_file	DFM_09_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_8f221f29b4c8720c__DFM_09_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_8f221f29b4c8720c.json	834	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_2e5a1b8f254906ef	repo_search_dataverse_4450c811f725	data_file	DFM_10_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_2e5a1b8f254906ef__DFM_10_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_2e5a1b8f254906ef.json	864	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_334aba965a105f02	repo_search_dataverse_4450c811f725	data_file	DFM_11_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_334aba965a105f02__DFM_11_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_334aba965a105f02.json	1016	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_669239781c123e04	repo_search_dataverse_4450c811f725	data_file	DFM_12_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_669239781c123e04__DFM_12_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_669239781c123e04.json	852	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_afffe7c41b8ab277	repo_search_dataverse_4450c811f725	data_file	DFM_13_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_afffe7c41b8ab277__DFM_13_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_afffe7c41b8ab277.json	1322	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_cfe683505e0f30d7	repo_search_dataverse_4450c811f725	data_file	DFM_14_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_cfe683505e0f30d7__DFM_14_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_cfe683505e0f30d7.json	1419	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_c35e1033e13ce120	repo_search_dataverse_4450c811f725	data_file	DFM_15_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_c35e1033e13ce120__DFM_15_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_c35e1033e13ce120.json	1814	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
source_artifact_b9d5b538334e8346	repo_search_dataverse_4450c811f725	data_file	DFM_16_.csv	delimited_table	sampled	csv_table_parser	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_b9d5b538334e8346__DFM_16_.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_b9d5b538334e8346.json	1189	201	Unnamed: 0; V2_50th_Quantile; V3_50th_Quantile; V4_50th_Quantile; V5_50th_Quantile; V6_50th_Quantile; V7_50th_Quantile; V8_50th_Quantile; V9_50th_Quantile; V10_50th_Quantile; V11_50th_Quantile; V12_50th_Quantile; V13_50th_Quantile; V14_50th_Quantile; V15_50th_Quantile; V16_50th_Quantile; V17_50th_Quantile; V18_50th_Quantile; V19_50th_Quantile; V20_50th_Quantile; V21_50th_Quantile; V22_50th_Quantile; V23_50th_Quantile; V24_50th_Quantile; V25_50th_Quantile; V26_50th_Quantile; V27_50th_Quantile; V28_50th_Quantile; V29_50th_Quantile; V30_50th_Quantile; V31_50th_Quantile; V32_50th_Quantile; V33_50th_Quantile; V34_50th_Quantile; V35_50th_Quantile; V36_50th_Quantile; V37_50th_Quantile; V38_50th_Quantile; V39_50th_Quantile; V40_50th_Quantile	0	0	0	0	28	medium	deprioritize_for_figure1_parsing	no strong field signatures	2026-05-01T22:41:08
