level,subset,source_corpus,field,source_kind,published_scope,n,slope,intercept,slope_se,p_value,r_squared,median_D,median_N
paper,published_original_candidates,forrt_fred,Developmental Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,12,-0.5092342879470025,0.6790784381988385,0.18351428100246686,0.019621526228810405,0.43503097515422695,0.8747788944183127,36.5
paper,published_original_candidates,forrt_fred,economics,replication_target_original_claim,published_original_claims_selected_for_replication,12,-0.41636885804370444,0.5384536744466757,0.07481548042787475,0.00023895570628085087,0.7559327020915565,0.39693243302020453,237.0
paper,published_original_candidates,forrt_fred,Linguistics,replication_target_original_claim,published_original_claims_selected_for_replication,11,0.39169156731614424,-0.6899099890801005,0.6541450392212764,0.5640820429145351,0.03831176267377889,0.77,51.0
paper,published_original_candidates,forrt_fred,Neuroscience,replication_target_original_claim,published_original_claims_selected_for_replication,11,-0.2517099476473862,0.28406699738297025,0.12460468433448028,0.0741138488534571,0.311962118323328,0.7543904893841147,42.0
paper,published_original_candidates,forrt_fred,Political Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,10,-0.22561457896100637,0.2620689928904121,0.28566848924959976,0.4524288887354856,0.07232918172011926,0.49482107954540655,201.0
paper,published_original_candidates,forrt_fred,political science,replication_target_original_claim,published_original_claims_selected_for_replication,10,-0.4279970024433567,0.6545803161437325,0.0684282691341127,0.00024446688323245407,0.8302244451306786,0.30530298618194873,2076.0
paper,published_original_candidates,forrt_fred,sociology,replication_target_original_claim,published_original_claims_selected_for_replication,9,-0.48547126277207625,0.8318191600153712,0.24565659085178437,0.08867463064684655,0.3581186457131321,0.75066826632851,1860.0
paper,published_original_candidates,forrt_fred,Medicine,replication_target_original_claim,published_original_claims_selected_for_replication,8,-0.4643083641688322,0.6041040350109307,0.16849148550298496,0.0330424155558417,0.5586211442176632,0.4858727186500389,152.5
paper,published_original_candidates,forrt_fred,education,replication_target_original_claim,published_original_claims_selected_for_replication,6,-0.4827327049745026,0.8971695841017933,0.14080902470668083,0.02657751970232654,0.7460817384606053,0.0956374416542625,10630.0
paper,published_original_candidates,havranek_sigma,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,6,-0.536314268141816,0.8864277874162111,0.3797930502292457,0.23076948908052766,0.332675978247698,1.3539707007225514,55.0
paper,published_original_candidates,forrt_fred,Management,replication_target_original_claim,published_original_claims_selected_for_replication,5,-0.5638495139243842,0.9693148965089223,0.0871570595950001,0.007494437620932798,0.933114078312788,0.284887371940897,327.0
paper,published_original_candidates,forrt_fred,health,replication_target_original_claim,published_original_claims_selected_for_replication,5,-0.5420149678523458,1.0428823648104222,0.42131573130246563,0.2885641197789321,0.35553654592899364,0.1265694939137127,4409.0
paper,published_original_candidates,forrt_fred,Communication Science,replication_target_original_claim,published_original_claims_selected_for_replication,4,-0.5407341100936063,0.8632980575098789,0.05096745376063579,0.008767533030371826,0.982541803574695,0.428703837404365,236.5
paper,published_original_candidates,havranek_frisch_intensive,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,4,-0.381278713023772,0.5707790624794854,0.47282488726512983,0.5046658091039299,0.24535596067066368,0.06835753644282844,13218.75
paper,published_original_candidates,forrt_fred,Clinical Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,3,-0.5417509167327768,0.9391221319965666,0.5095120776846536,0.48048304542884135,0.5306379551712401,0.39511417861382253,374.0
paper,published_original_candidates,forrt_fred,Evolutionary Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,3,-0.5378532368795061,0.7607096823805934,0.011015842676083536,0.01303687035713314,0.9995806991543666,0.47614153873633513,106.0
paper,published_original_candidates,forrt_fred,management,replication_target_original_claim,published_original_claims_selected_for_replication,3,0.9013023433332973,-2.701131189986658,1.1121038453992735,0.5664114587157073,0.396436307489886,0.3339324291590352,353.0
paper,published_original_candidates,forrt_fred,Organizational Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.4343832278787158,91.0
paper,published_original_candidates,forrt_fred,Sports Science,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.9045767114330592,17.0
paper,published_original_candidates,forrt_fred,psychology_replication,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.39366118101365344,163.5
paper,published_original_candidates,forrt_fred,Animal Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,1.8340426038080408,18.0
paper,published_original_candidates,forrt_fred,Cognitive psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.42,140.0
paper,published_original_candidates,forrt_fred,Consumer Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.40201512610368484,104.0
paper,published_original_candidates,forrt_fred,Consumer Research,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6574054199290261,68.0
paper,published_original_candidates,forrt_fred,Gender Stereotypes,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.4082482904638631,165.0
paper,published_original_candidates,forrt_fred,Health Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.831587915700115,54.0
paper,published_original_candidates,forrt_fred,Human Genetics,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,1.1464562082685321,383.0
paper,published_original_candidates,forrt_fred,Law,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.43488016159208487,78.0
paper,published_original_candidates,forrt_fred,Psychopathology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6111958115490164,51.5
paper,published_original_candidates,forrt_fred,Social/cognitive psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6368221048378526,46.0
paper,published_original_candidates,forrt_fred,criminology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.2304555964698569,813.0
row,all_usable_rows,gwas_catalog,genetics_biomedicine,gwas_catalog_curated_association,curated_genomewide_significant_hits_not_article_results,1090919,-0.4613702593108807,0.9941745221299793,0.00017953959867739896,0.0,0.8582209309383149,0.04126296201151334,141261.0
row,all_usable_rows,metabus_open_bosco,io_psychology_management,published_original_journal_correlation_matrix,published_jap_personnel_psychology,169135,-0.1197131584133559,-0.2273691601607268,0.002289620712524593,0.0,0.015906142052842576,0.3450221204771904,224.0
row,all_usable_rows,ctgov_finer_grained_kg,clinical_trials_registry,registry_results,clinicaltrials_gov_results,108196,-0.377404570941252,0.08900462641654723,0.0028582238900274294,0.0,0.13878161500157626,0.18102545187002164,326.0
row,all_usable_rows,szucs_ioannidis_2017,cognitive_neuroscience_psychology,published_original_journal_test_statistics,published_18_journals,26796,-0.4980211629441837,0.6596443170169595,0.006982512145333869,0.0,0.15956535120587423,1.0744330228016885,21.0
row,all_usable_rows,economics_brodeur_2024,economics,published_economics_extracted_tests,published_top_journal_economics_tables,10071,-0.44876710193419483,0.21890340289633178,0.007277634004366211,0.0,0.2741197110392518,0.06083993020996478,2050.0
row,all_usable_rows,havranek_armington,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,3514,-0.5293984784688025,0.8674315387599714,0.020030969378586887,1.5269771748679686e-140,0.16589320427713805,0.5071895972308594,127.0
row,all_usable_rows,havranek_eis,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,2717,-0.4890582300756032,0.42586650890247807,0.011575217658228788,3.012121238866521e-300,0.39668021775681717,0.2760830238018744,115.0
row,all_usable_rows,havranek_substitution,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,2717,-0.4890582300756032,0.42586650890247807,0.011575217658228788,3.012121238866521e-300,0.39668021775681717,0.2760830238018744,115.0
row,all_usable_rows,motyl_2017_critical_tests,psychology_social_personality,published_original_article_critical_hypothesized_test,sampled_social_personality_journal_articles,1305,-0.30968969997381773,0.40612456374846695,0.014709874773808368,6.270158651497208e-85,0.2538238902005129,0.59,90.0
row,all_usable_rows,metalab,developmental_psychology,meta_analysis_curated_primary_studies,peer_reviewed_flag_available,926,-0.7060009311165183,0.4906406579612475,0.05524139492832219,1.4738343846879284e-34,0.1502164878312553,0.31,24.0
row,all_usable_rows,score_cos_claims,psychology and health,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,855,-0.35343460200058585,0.45780034047342466,0.012033806142028737,1.4318329911138354e-131,0.5027993835409315,0.46,183.0
row,all_usable_rows,havranek_gasoline_income,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,701,-0.513115996427801,0.9793076018258363,0.04378576107261819,4.3907235104128853e-29,0.16420547973302635,3.541020125530461,17.0
row,all_usable_rows,button_nord_neuroscience,neuroscience,published_meta_analysis_primary_studies,published_primary_studies,688,-0.40408512516763323,0.24576142620623567,0.0251416529253377,1.4345843392939214e-49,0.2735513578372014,0.21262686955169954,100.0
row,all_usable_rows,schaefer_schwarz_2019_without_prereg,psychology,published_original_psychology_article_key_effect,random_sample_psychology_articles,682,-0.31629654119816825,0.4810699413225244,0.022738357525376892,6.839515746910317e-39,0.22151853402236943,0.7717436331412897,68.5
row,all_usable_rows,havranek_sigma,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,642,-0.17336596839757348,0.1114648153943822,0.030411856538909737,1.8233696709613854e-08,0.04832273998330383,0.7446335969431015,53.0
row,all_usable_rows,forrt_fred,Social Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,616,-0.4779051518591344,0.7157247334368076,0.02599744562265526,1.8525024438114949e-60,0.35499212211011955,0.597,91.5
row,all_usable_rows,score_cos_claims,business,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,603,-0.4466017746525887,0.5981866560813545,0.011056664418412288,2.083924088859107e-173,0.7307975886601412,0.29314342026818474,265.0
row,all_usable_rows,havranek_frisch_extensive,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,514,-0.2835387615837575,0.27685521802637375,0.032008844371743034,1.3399892707511703e-17,0.13288915595694628,0.13222960358153787,33302.0
row,all_usable_rows,olsson_sundell_2023_social_interventions,social_intervention_research,published_original_article_effectiveness_result,published_swedish_social_intervention_articles,476,-0.4421215638296729,0.35128670244693977,0.05519855989792288,8.987822772329732e-15,0.11921223538694847,0.4099,78.5
row,all_usable_rows,kuhberger_2014_main_results,psychology,published_original_psychology_article_main_result,random_sample_psychology_articles,472,-0.3814719834415922,0.613388767778754,0.027115756463562082,9.13942699185847e-38,0.2963191502978858,0.7228785,94.0
row,all_usable_rows,score_cos_claims,sociology and criminology,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,458,-0.4041743059537135,0.5301713375161629,0.01577514643072976,2.3967433229351886e-90,0.5900877831723947,0.1537004375569701,1977.0
row,all_usable_rows,score_cos_claims,political science,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,411,-0.4581011935351732,0.616203074457072,0.012246346933303155,4.334732239335752e-134,0.7738202703395531,0.18963517393280951,718.0
row,all_usable_rows,forrt_fred,Cognitive Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,406,-0.30869362108125914,0.3985299440284797,0.03734520976255322,2.0155514810726452e-15,0.14465842177874633,0.7716826952758795,39.5
row,all_usable_rows,yun_llm_meta_analysis,medicine_rct,published_original_rct_fulltext,published_pmc_rct,401,-0.4569646479604171,0.36640899837630053,0.052073086675227254,5.026198027369429e-17,0.16177964255970279,0.3110596148358946,71.0
row,all_usable_rows,score_cos_claims,education,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,373,-0.424426409130134,0.608386371473907,0.014364536108185269,1.6676029877169022e-99,0.7017720278832303,0.3930864909404275,212.0
row,all_usable_rows,clinifact_published_primary_pairs,medicine_rct,published_trial_result_registry_linked_primary_outcome,published_trial_reports_linked_to_ctgov_primary_outcomes,339,-0.5049240404884919,0.6040387433596061,0.03716301747778506,7.859509299499208e-34,0.3539102330823266,0.3307103797270649,215.0
row,all_usable_rows,dellavigna_linos_2022,economics_nudge,nudge_unit_trial_report,mixed_published_unpublished_reports,236,-0.1849074945681506,-0.7460742044069528,0.04334359177996607,2.8893565093444392e-05,0.07216307454105841,0.033404569603877096,21870.0
row,all_usable_rows,score_cos_claims,psychology and health,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,219,-0.31158688321966427,0.38944276567773245,0.037006196853488445,5.137978570740194e-15,0.24625033196797252,0.5282905536642777,174.0
row,all_usable_rows,score_cos_claims,economics and finance,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,193,-0.4871822132311037,0.7262283208755128,0.013271147725797483,1.8075490436646525e-88,0.8758623939328594,0.21735128678763987,599.0
row,all_usable_rows,score_cos_claims,political science,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,192,-0.20566069644443558,0.05591740301020186,0.03306878203277848,3.1090505019950805e-09,0.1691381003167589,0.31433030316641253,434.0
row,all_usable_rows,score_cos_claims,economics and finance,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,182,-0.47635343515768114,0.6507607970511361,0.05486321233367533,2.2896617591800804e-15,0.29518714895578035,0.11035923755259046,2684.5
row,all_usable_rows,esarey_wu_2016_political_science_main_findings,political_science,published_article_author_coded_main_finding,sampled_political_science_journal_main_findings,167,-0.4132163894568975,0.5669330267448238,0.02437108821889992,5.561065880492124e-38,0.6353417170052775,0.23328473740792172,722.0
row,all_usable_rows,rpcb_cancer_biology,preclinical_cancer_biology,registered_replication,original_published_vs_registered_replication,159,-0.5469898939265773,0.5698542544872917,0.07765276836763045,5.522376611771567e-11,0.24014594241728815,0.8191387,12.0
