mapping_id	source_result_id	from_source_id	to_source_id	relationship_type	relationship_confidence	notes
map_34c4a7c0c2b6	sr_d225c4f2ad96	src_bosco2020metabus	work_title_jap_93_6_1208	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_2b86775ca729	sr_6593fff4c749	src_tyner2026	work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_849ab1213855	sr_910cc9ea32e4	src_kuhberger2014publicationbias	work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_c95d8b7e962e	sr_0b5cef0ad420	src_du2024	work_nct_nct01816295	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_334c91f25f7b	sr_80c5ee34e5f4	src_tosh2024	work_title_do_women_shy_away_from_competition_do_men_compete_too_much	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_a29bf9820f95	sr_187e0ccced6f	src_tosh2024	work_doi_10_1037_0096_3445_136_2_241	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_a8f0d69e1b35	sr_af15cdb4aad8	src_du2024	work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_caebfa4d5cf5	sr_148ffca3367c	src_ying2023pilot	work_doi_10_1161_01_str_0000237124_20596_92	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_18dab8a8a861	sr_be6cbe0c6a2b	src_du2024	work_title_change_in_polysomnographic_total_sleep_time_tst	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_fbe8e3f4dd39	sr_22f96d70c38a	src_linden2024publicationbiaspsychology	work_title_linden_2015_2	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_cd51c00fc126	sr_f9f06025395c	src_yun2024llmextraction	work_title_pmcid_5055753	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_a91bded722c6	sr_d3c761e4e4ee	src_du2024	work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_6aa362bb8f14	sr_bbf5b92dab8e	src_havranekarmingtondata	work_title_faria_haddad_2014	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_43c2f1ac7382	sr_7271878ec034	src_du2024	work_title_percentage_of_patients_alive_and_free_of_mechanical_ventilation	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_29f10832710d	sr_4adf6fd2310b	src_brodeur2020	work_title_parent_child_information_frictions_and_human_capital_investment_ev	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_f8dbd274a83b	sr_af69b1b27c9f	src_du2024	work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_7126b98428c1	sr_78698f5ba037	src_tosh2024	work_title_the_variable_in_the_regression_model_of_discipline_over_inventory	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_bccdaab6e36f	sr_8226dc61270c	src_tyner2026	work_title_is_the_spread_of_covid_19_across_countries_influenced_by_environme	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_57fe69cd9cd3	sr_541412d5d4e8	src_bosco2020metabus	work_plot2_metabus_open_bosco_jap_94_2_341_4420	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_c4758de89346	sr_a929155b5e72	src_bosco2020metabus	work_title_jap_74_1_143	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_790688afcd56	sr_c1becaaf9056	src_du2024	work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_170ebfae0987	sr_3cef793ec7a4	src_soto2019loopr	work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_375411589cd3	sr_34e03261c24d	src_tosh2024	work_title_development_of_muscularity_and_weight_concerns_in_heterosexual_and	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_7c6d38aea531	sr_cf10c58438c7	src_du2024	work_title_progression_free_survival	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_68f6e0dd12bb	sr_4dbf0cd7b50e	src_tyner2026	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_b454aa2c86b0	sr_09538e441d8b	src_brodeur2020	work_title_do_management_interventions_last_evidence_from_india	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_23d9a1afb552	sr_779e8dd2ff35	src_du2024	work_title_the_primary_efficacy_endpoint_of_this_study_is_the_incidence_of_co	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_a5dd9f94fb09	sr_da95f9c21d25	src_tosh2024	work_title_participants_would_ascribe_a_greater_number_of_traits_and_a_lesser	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_55f59cb3d144	sr_62cc168cbf4c	src_motyl2017state	work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_6d8df399224e	sr_8989ad9654f1	src_du2024	work_title_investigator_s_global_assessment_iga_score_at_week_6	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_2f529f0d9ef3	sr_68c5ac5e9dd1	src_du2024	work_title_change_from_single_blind_baseline_in_mean_pain_score_at_week_19_du	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
map_560b5a7a4bda	sr_7967f7ac70eb	src_kuhberger2014publicationbias	work_plot2_kuhberger_2014_main_results_kuhberger_364_2500	extraction_source_reports_result_for_represented_source	medium	Inferred from dot-level parent source family and represented paper/result key.
