source_result_id	event_step	path	path_exists	file_size_bytes	file_sha256	status	match_method	notes
sr_266b83deab6b	resolve_ultimate_source_locator	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	True	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	found	first path in source_file/source_file_or_catalog	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv
sr_266b83deab6b	match_replication_pair_source	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	True	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	found	pair_id from dot_record_id	pair_id=communication_privacy_vitak_intentional_disclosure_10; side=replication; matches=1
sr_266b83deab6b	resolve_second_hop_raw_file	data/raw/replication_projects/lead_harvest/communication_privacy_2025/osf_05__3-2_study2_vitak.R	True	11100	e79b2531a4dd8d35e9d4f9a19ec628503a80635b6b78f428af4a6d8780dc1436	found	raw_file field from recovered upstream row	/media/skynet3/8tb_a1/rwd_github_private/PublishedSmallNStudiesDon-tMatter/data/raw/replication_projects/lead_harvest/communication_privacy_2025/osf_05__3-2_study2_vitak.R
sr_32e8f46f1c24	recover_dot_membership_row	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=47605
sr_32e8f46f1c24	find_plot_row	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
sr_32e8f46f1c24	resolve_ultimate_source_locator	data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip	True	42722	d7841f69f45e03086cc1cbe23e0238389b4f5447294be157a3f3e657f9070a88	found	first path in source_file/source_file_or_catalog	data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip; 2 NZ data JEPS FINAL.dta; AEA RCT Registry trial 5055 primary outcomes; Chinn conversion from raw vignette/control event counts; component contrast too_much_aid; promoted from package-derived political-science rescue audit rows; median collapse of 3 preregistered result rows
sr_32e8f46f1c24	match_political_science_strict_rows	data/derived/effect_inflation_dataset/plot3_political_science_strict_rescue_rows.csv	True	2018272	c3ce16bcf2bc7014da0070fa67b619ad6fc55566326cbeec0ae48c3541cfc855	found	source_row_number list or row_label	matches=3
sr_32e8f46f1c24	resolve_second_hop_raw_file	data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip	True	42722	d7841f69f45e03086cc1cbe23e0238389b4f5447294be157a3f3e657f9070a88	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip; 2 NZ data JEPS FINAL.dta; AEA RCT Registry trial 5055 primary outcomes; Chinn conversion from raw vignette/control event counts; component contrast too_much_aid; promoted from package-derived political-science rescue audit rows
sr_57e119b02525	recover_dot_membership_row	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=747
sr_57e119b02525	find_plot_row	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	True	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	found	plot1.pair_id == fred_openmkt15_1251; side=replication	matches=1
