paper_id,claim_id,orig_analysis_type,orig_total_model_params,orig_sample_size_50_for_100,orig_sample_size_90_for_75,orig_sample_size_90_for_50,is_covid,orig_stat_type_for_repli,orig_pearsons_r_defined,orig_pearsons_r_value,orig_pearsons_r_ci_lb,orig_pearsons_r_ci_ub,orig_effect_size_type_repli,orig_effect_size_value_repli,orig_effect_size_ci_lb,orig_effect_size_ci_ub,orig_power_threshold_small,orig_power_threshold_medium,orig_power_for_50_effect,orig_power_for_75_effect,original_effective_df1_reference,original_effective_sample_size,orig_sample_size_value,orig_sample_size_units,orig_stat_type,orig_stat_dof_1,orig_stat_dof_2,orig_stat_value,orig_stat_interaction,orig_effect_size_text,orig_effect_size_type_repro,orig_effect_size_value_repro,orig_coef_type,orig_coef_value,orig_coef_se,orig_p_value_type,orig_p_value,orig_p_value_tails,bushel_complex,orig_conv_r,orig_conv_r_lb,orig_conv_r_ub
AgO1,AgO1_gdvqwq,Other regression,NA,NA,35,74,FALSE,regress,no,NA,NA,NA,cohen_f_squared,0.720909090909091,0.0824298731845023,1.50620491076916,0.0668149856785191,0.165880723038712,0.40902504792434,0.761830089009917,NA,NA,24,pairs,F,2,22,7.93,main effect,NULL,NA,NA,NA,NA,NA,exact,0.0025,NA,NA,0.6472339455274272,0.277647705138986,0.8140383075070038
AgO1,AgO1_okp7q2,Sample mean comparison,NA,NA,NA,NA,FALSE,signed_rank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,observations,z,NA,NA,2.58,NA,NULL,NA,NA,NA,NA,NA,less-than,0.01,NA,NA,0.4905936041533279,0.1340812124537561,0.7037961821472556
AgO1,AgO1_single-trace,Weighted least squares to adjust for a known source of heteroskdastic residuals/Robust regression,NA,NA,26,38,FALSE,regress,no,NA,NA,NA,cohen_f_squared,0.720909090909091,0.0824298731845023,1.50620491076916,0.0668149856785191,0.165880723038712,0.40902504792434,0.761830089009917,NA,NA,24,pairs,F,2,22,7.93,NA,NA,cohen_f_squared,0.7209091,NA,NA,NA,exact,0.00255072,two-tailed,NA,0.6472339455274272,0.277647705138986,0.8140383075070038
AgO1,AgO1_ywl5vz,Sample mean comparison,NA,NA,NA,NA,FALSE,signed_rank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,observations,z,NA,NA,2.58,NA,NULL,NA,NA,NA,NA,NA,less-than,0.01,NA,NA,0.6520392688280474,0.20240098787548189,0.8343031217783257
AqDO,AqDO_21v1on,Single equation regression,9,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.00295,-0.00698752580815251,0.00108752580815251,NA,NA,0.110485499382221,0.189033015113511,NA,NA,3145,respondents,NA,NA,NA,NA,main effect,"Table 2, Respondents in good health, Years of Education: Marginal effect = -0.00295, SE = 0.00206",ser_method,-0.00295,NA,-0.00295,0.00206,NA,NA,NA,TRUE,NA,NA,NA
AqDO,AqDO_5oxokp,Single equation regression,9,5332,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.00333,-0.0070147322909353,3.547322909353e-4,NA,NA,0.143554744199207,0.264358442441936,NA,NA,4209,respondents,z,NA,NA,-1.771277,main effect,"Table 2, Aggregate sample, Years of Education: Marginal effect = -0.00333, SE = 0.00188, significant at 10% level",ser_method,-0.00333,NA,-0.00333,0.00188,exact,0.07651465,two-tailed,FALSE,-0.027291990880896243,-0.05741782813767625,0.0029083766169096742
AqDO,AqDO_8rlrky,Single equation regression,9,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,respondents,NA,NA,NA,NA,main effect,"Table 4, Respondents in good health, Years of Education: Marginal effect = 0.00625, SE = 0.00281, significant at 5% level",ser_method,0.00625,NA,0.00625,0.00281,less-than,0.05,NA,TRUE,NA,NA,NA
AqDO,AqDO_dx1x5w,Single equation regression,9,3025,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.02763,5.8249701334725e-4,0.0546775029866527,NA,NA,0.170343305452786,0.323624904937219,NA,NA,3145,respondents,z,NA,NA,2.002174,main effect,"Table 2, Respondents in good health, Time preference: Marginal effect = 0.02763, SE = 0.01380, significant at 5% level",ser_method,0.02763,NA,0.02763,0.0138,exact,0.04526602,two-tailed,FALSE,0.03567918184623987,7.526707921746507e-4,0.07047548257896885
AqDO,AqDO_n3k3qz,Single equation regression,9,NA,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.03429,-0.0123375431922079,0.0809175431922079,NA,NA,0.111294372955042,0.190895240199597,NA,NA,1064,respondents,NA,NA,NA,NA,main effect,"Table 2, Respondents in poor health, Time preference: Marginal effect = 0.03429, SE = 0.02379",ser_method,0.03429,NA,0.03429,0.02379,NA,NA,NA,TRUE,NA,NA,NA
AqDO,AqDO_ok8kxo,Single equation regression,9,970,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.00867,-0.0169018487350682,-4.3815126493177e-4,NA,NA,0.178135477815674,0.340487040090709,NA,NA,1064,respondents,z,NA,NA,-2.064286,main effect,"Table 2, Respondents in poor health, Years of Education: Marginal effect = -0.00867, SE = 0.00420, significant at 5% level",ser_method,-0.00867,NA,-0.00867,0.0042,exact,0.03899061,two-tailed,FALSE,-0.06315840069272498,-0.12244299739416714,-0.003198180226452954
AqDO,AqDO_single-trace,Probit regression,9,970,4529,10090,FALSE,ser,no,NA,NA,NA,ser_method,-0.00867,-0.0169018487350682,-4.3815126493177e-4,NA,NA,0.178135477815674,0.340487040090709,NA,NA,1064,survey respondents,z,NA,NA,-2.064286,NA,NA,NA,NA,probit_coefficient_marginal_effect,-0.00867,0.0042,exact,0.03899061,two-tailed,NA,-0.06315840069272498,-0.12244299739416714,-0.003198180226452954
AqDO,AqDO_ywjwq1,Single equation regression,9,1998,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,0.03457,0.0107760372276837,0.0583639627723162,NA,NA,0.296282036395155,0.569773678103873,NA,NA,4209,respondents,z,NA,NA,2.847611,main effect,"Table 2, Aggregate sample, Time Preference: Marginal effect = 0.03457, SE = 0.01214, significant at 1% level",ser_method,0.03457,NA,0.03457,0.01214,exact,0.004404873,two-tailed,FALSE,0.043850369216419445,0.013680758877096572,0.07390051256195591
AvOr,AvOr_b7dlq4,Contingency table,NA,NA,1178,NA,FALSE,lor,yes,0.125957868413945,NA,NA,log_odds_ratio,0.50574947073413,-0.0440156033842826,1.05551454485254,0.303801420931882,0.993899092144781,0.147035320324942,0.272162345905206,NA,NA,208,participants,chi_squared,1,NA,3.3,NA,phi = -.13,phi,-0.13,NA,NA,NA,exact,0.069,NA,FALSE,0.1259578684139447,0,0.2618569053811291
AvOr,AvOr_gdyrdr,Contingency table,NA,NA,327,735,FALSE,lor,yes,0.239244843702211,NA,NA,log_odds_ratio,0.969198852249895,0.41321917959501,1.52517852490478,0.29819812526644,0.992981811913476,0.400784544840355,0.726593293726225,NA,NA,210,participants,chi_squared,1,NA,12.02,NA,phi = -.24,phi,0.2392448,NA,NA,NA,exact,5.26327e-4,two-tailed,FALSE,0.23924484370221072,0.10399408901318151,0.37449520650311646
AvOr,AvOr_grlzkw,Contingency table,NA,NA,480,NA,FALSE,lor,yes,0.197404685520559,NA,NA,log_odds_ratio,0.817671994752976,0.266865631633699,1.36847835787225,0.302850336399121,0.993751843267954,0.30703513051136,0.587942302711449,NA,NA,223,participants,chi_squared,1,NA,8.69,NA,phi = -.20,phi,-0.2,NA,NA,NA,exact,0.003,NA,FALSE,0.19740468552055915,0.06610810761443751,0.3286535769235141
AvOr,AvOr_gzljvk,Contingency table,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,participants,chi_squared,1,NA,6.94,NA,phi = -.18,phi,-0.18,NA,NA,NA,exact,0.008,NA,FALSE,NA,NA,NA
AvOr,AvOr_ml3qr2,Logistic regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,participants,z,NA,NA,2.52,main effect,"b = 0.27, SE = 0.11, Z = 2.52, p = .012",ser_method,0.27,NA,0.27,0.11,exact,0.012,NA,TRUE,NA,NA,NA
AvOr,AvOr_single-trace,Chi squared,NA,NA,327,735,FALSE,lor,yes,0.239273304582259,NA,NA,log_odds_ratio,0.969198852249895,0.41321917959501,1.52517852490478,0.29819812526644,0.992981811913476,0.400784544840355,0.726593293726225,NA,NA,210,participants,chi_squared,1,NA,12.02286,NA,phi = -.24,phi,0.2392448,NA,NA,NA,exact,5.26327e-4,two-tailed,NA,0.23927330458225857,0.1040225518490942,0.37452367098322126
AvWY,AvWY_single-trace,ANOVA/ANCOVA,NA,NA,123,272,FALSE,anova,no,NA,NA,NA,cohen_f_squared,0.103919835226563,0.00375798865132626,0.27670606046778,0.120475483324247,0.525350336109086,0.246014097321289,0.497217348664429,NA,NA,48,college students,F,1.742,80.11,4.779,interaction,partial eta-squared = 0.094,partial_eta_squared,0.09413712,NA,NA,NA,exact,0.014,two-tailed,NA,0.3068177327207648,0.06152375247935243,0.4789265689510926
Aze9,Aze9_single-trace,Difference-in-difference regression,NA,12,57,128,TRUE,ser,no,NA,NA,NA,ser_method,2.058,1.07605804374543,3.03994195625457,NA,NA,0.537446783447121,0.868829554164947,50,NA,51,states,t,NA,NA,4.107784431,NA,NA,NA,NA,coefficient_from_difference_in_difference_regression,2.058,0.501,less-than,0.01,NA,NA,0.5023186950042143,0.26863426621029,0.6597703700405588
Azg9,Azg9_single-trace,not given,NA,NA,3488,7844,TRUE,indep,yes,0.0730655794288984,0.0175080184082262,0.127922758061093,d_sample (indep),0.146432114945283,0.0349997309814178,0.257805273794601,0.94072041873972,0.999999999996097,0.251669563397074,0.489433803225118,NA,NA,1242,respondents,t,1240,NA,2.5798,main,NA,cohen_d,0.1464321,NA,NA,NA,less-than,0.01,two-tailed,NA,0.07306557942889841,0.017510125110923883,0.12792086658223026
BKxK,BKxK_single-trace,Single equation regression,NA,30,136,302,FALSE,ser,no,NA,NA,NA,ser_method,0.0063,2.7669552166705e-4,0.0123233044783329,NA,NA,0.176321466128052,0.336577994918888,NA,NA,30,test portfolios,t,28,NA,2.05,NA,Table 2 Panel B: Lambda Estimate 0.0063 and t value 2.05,ser_method,0.0063,NA,0.0063,0.003073171,exact,0.04983394,two-tailed,NA,0.36125100718871445,2.783008786682177e-4,0.6091596080564154
BN8d,BN8d_single-trace,Sample mean comparison (e.g. independent sample t-test),NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,participants,t,89.09,NA,1.8,NA,NA,NA,NA,NA,NA,NA,exact,0.038,one-tailed,NA,NA,NA,NA
BNrQ,BNrQ_single-trace,OLS,NA,863,2990,4454,TRUE,anova,yes,0.0689944183737983,0.033170383814403,0.104542193568428,cohen_f_squared,0.00478299793588737,0.00110074679882609,0.0110424161693044,0.999764117722054,1,0.470879273541703,0.807896143193283,NA,NA,3037,counties,t,2977,NA,3.77345794392523,NA,NA,NA,NA,regression_coefficient,4.12,1.09183673469388,less-than,0.001,NA,NA,0.06899441837243767,0.03317039127129568,0.10454219966094389
BNrd,BNrd_single-trace,linear regression,NA,NA,320,725,TRUE,pearson,yes,0.24,0.161260182391115,0.315703707529175,pearson,-0.24,-0.315703707529175,-0.161260182391115,0.669166236513182,0.99999998506315,0.822132243206499,0.991920389878465,NA,NA,573,individuals,t,571,NA,-5.907608,NA,NA,NA,NA,correlation_coefficient,-0.24,NA,less-than,0.001,NA,NA,-0.24000000667822202,-0.3137077814186022,-0.16169894029994786
BebG,BebG_single-trace,regression,NA,1328,4816,7219,FALSE,anova,yes,0.0539163866017192,0,0.106331442214197,cohen_f_squared,0.00291545189504373,0,0.0114190257915653,0.959437089419037,0.999999999999857,0.170082006820121,0.323056268311058,NA,NA,1391,subjects,t,1372,NA,2,interaction,partial eta squared = .03,cohen_f_squared,0.002915451895044,b,0.022,NA,exact,0.046,NA,NA,0.053916386601719206,0.0010325013912434245,0.1063314457761383
BlRQ,BlRQ_g8w8n2,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,third-grade ELLs,NA,NA,NA,NA,NA,"Figure 1, School Support to Parental Involvement: .17, standard error = .08, p < .05",ser_method,0.17,NA,0.17,0.08,exact,0.028,NA,NA,NA,NA,NA
BlRQ,BlRQ_md9yk3,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,third-grade ELLs,NA,NA,NA,NA,NA,"Figure 1, School Support to Academic Achievement: -.14, standard error = .06, p < .05",ser_method,-0.14,NA,-0.14,0.06,exact,0.026,NA,NA,NA,NA,NA
BlRQ,BlRQ_mnlpvj,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,third-grade ELLs,NA,NA,NA,NA,NA,"Figure 1, Academic Achievement & Social-Emotional Problems: -.39, standard error = .05, p < .001",ser_method,-0.39,NA,-0.39,0.05,less-than,0.001,NA,NA,NA,NA,NA
BlRQ,BlRQ_mo7q2z,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,third-grade ELLs,NA,NA,NA,NA,NA,"Figure 1, Parental Involvement to Social-Emotional Problems: -.15, standard error = .06, p < .05",ser_method,-0.15,NA,-0.15,0.06,exact,0.018,NA,NA,NA,NA,NA
BlRQ,BlRQ_mrplv7,Structural equation model,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,third-grade ELLs,NA,NA,NA,NA,NA,"Figure 1, School Support to Social-Emotional Problems: .15, standard error = .06, p < .05",ser_method,0.15,NA,0.15,0.06,exact,0.01,NA,NA,NA,NA,NA
BlRQ,BlRQ_single-trace,confirmatory factor analysis,NA,26,120,275,FALSE,pearson,yes,0.388,0.334586555066967,0.438928415229939,pearson,-0.388,-0.438928415229939,-0.334586555066967,0.89319408187562,1,0.999992995958028,0.999999999999995,NA,NA,1020,students,t,1018,NA,-13.43183,NA,NA,pearson_r,-0.388,r,-0.388,0.05,exact,5.488671e-38,two-tailed,NA,-0.38800001218263414,-0.4363670003310625,-0.33604335128067014
Blxd,Blxd_282qvz,Multilevel regression,16,18312,88987,199636,FALSE,ser,no,NA,NA,NA,ser_method,-0.097,-0.122479531799021,-0.0715204682009793,NA,NA,0.961703459703281,0.999861649788628,10220,NA,265180,students,t,NA,NA,-7.461538,interaction,effect size = -.192,ser_method,-0.192,NA,-0.097,0.013,less-than,0.001,NA,FALSE,-0.07360768932327873,-0.09281761305301421,-0.05431190511214649
Blxd,Blxd_482j4y,Multilevel regression,16,NA,NA,NA,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.012,0.00220013534494778,0.0217998646550522,NA,NA,0.224425712631785,0.436537125930765,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = .021,ser_method,0.021,NA,0.012,0.005,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_5821x4,Multilevel regression,16,26085,126991,289246,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.025,0.0171601082759582,0.0328398917240418,NA,NA,0.877995685966797,0.996809371323097,10220,NA,265180,students,t,NA,NA,6.25,interaction,effect size: .041,ser_method,0.041,NA,0.025,0.004,less-than,0.001,NA,TRUE,0.06170582732674081,0.042377971644033056,0.0809615299894827
Blxd,Blxd_8825lx,Multilevel regression,16,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = -.083,ser_method,-0.083,NA,-0.05,0.006,less-than,0.001,NA,NA,NA,NA,NA
Blxd,Blxd_9zvy6v,Multilevel regression,16,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = -.021,ser_method,-0.021,NA,-0.012,0.009,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_b1odo6,Multilevel regression,16,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = -.039,ser_method,-0.039,NA,-0.023,0.008,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_bl7k78,Multilevel regression,16,72509,350450,813535,FALSE,ser_t,no,NA,NA,NA,ser_method_t,-0.015,-0.0228398917240418,-0.00716010827595822,NA,NA,0.466205105377886,0.803039755305003,10220,NA,265180,students,t,NA,NA,-3.75,interaction,effect size: -.024,ser_method,-0.024,NA,-0.015,0.004,NA,0.001,NA,TRUE,-0.037068689731427476,-0.05639757452596559,-0.017696299528465614
Blxd,Blxd_bx4248,Multilevel regression,16,90178,439383,987100,FALSE,ser_t,no,NA,NA,NA,ser_method_t,-0.037,-0.0585597022411149,-0.0154402977588851,NA,NA,0.390583262429968,0.713202533314145,10220,NA,265180,students,t,NA,NA,-3.363636,interaction,effect size: -.067,ser_method,-0.067,NA,-0.037,0.011,less-than,0.001,NA,TRUE,-0.03325395343031433,-0.05259156253613723,-0.013877303123243614
Blxd,Blxd_gp3k3v,Multilevel regression,16,NA,NA,NA,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.009,-0.00471981051707311,0.0227198105170731,NA,NA,0.0985240572324181,0.161428854581728,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = .019,ser_method,0.019,NA,0.009,0.007,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_gw9296,Multilevel regression,16,NA,NA,NA,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.012,0.00220013534494778,0.0217998646550522,NA,NA,0.224425712631785,0.436537125930765,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = .022,ser_method,0.022,NA,0.012,0.005,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_mqwyw8,Multilevel regression,16,NA,NA,NA,FALSE,ser_t,no,NA,NA,NA,ser_method_t,0.026,0.008360243620906,0.043639756379094,NA,NA,0.303424726024392,0.581894310798602,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = .046,ser_method,0.046,NA,0.026,0.009,NA,NA,NA,NA,NA,NA,NA
Blxd,Blxd_single-trace,multilevel mixed effects regression,16,972,4711,10619,FALSE,ser_t,no,NA,NA,NA,ser_method_t,-0.089,-0.116442750626254,-0.0615572493737457,NA,NA,0.888446720664817,0.997503185222152,10220,NA,10221,schools,t,NA,NA,-6.357143,NA,an effect size of -0.157,NA,-0.157,NA,-0.089,0.014,less-than,0.001,NA,NA,-0.0627595114169334,-0.08201143442432032,-0.0434342183436468
Blxd,Blxd_y72yj4,Multilevel regression,16,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265180,students,NA,NA,NA,NA,interaction,effect size = -.157,ser_method,-0.157,NA,-0.089,0.014,less-than,0.001,NA,NA,NA,NA,NA
Br0x,Br0x_3p948z,ANOVA/ANCOVA,NA,NA,423,948,FALSE,anova,no,NA,NA,NA,cohen_f_squared,0.0536026936026936,0.0109670350498611,0.114849901088455,0.318642950772489,0.978055550629279,0.41358050753319,0.768455253805381,NA,NA,300,American adults,F,2,297,7.96,main effect,partial eta-squared = .051,partial_eta_squared,0.051,NA,NA,NA,exact,4.290268e-4,two-tailed,TRUE,0.22555625276739644,0.10412659576768556,0.32438464656296734
Br0x,Br0x_jrn5ll,Sample mean comparison,NA,NA,102,227,FALSE,one,yes,0.398893759237905,0.223210844146802,0.538461658907167,d_sample (one),0.432841177741345,0.227851747991813,0.635838567377195,0.512280330218721,0.998720173618843,0.576977200874712,0.898144129920739,NA,NA,NA,NA,t,100,NA,4.35,NA,d = 0.43,cohen_d,0.43,NA,NA,NA,exact,3.285609e-5,two-tailed,TRUE,0.3988937592379054,0.22319097352540399,0.5384794502735765
Br0x,Br0x_pjvzxv,ANOVA/ANCOVA,NA,NA,366,817,FALSE,anova,no,NA,NA,NA,cohen_f_squared,0.0697727272727273,0.0226016318458372,0.125453736224112,0.355259191557834,0.992817516499703,0.583350630150267,0.926747824830327,NA,NA,400,American adults,F,3,396,9.21,main effect,partial eta-squared = .065,partial_eta_squared,0.065,NA,NA,NA,exact,6.66741e-6,two-tailed,TRUE,0.2553860015205982,0.14844071994862862,0.3369251165985497
Br0x,Br0x_qn1lz8,Sample mean comparison,NA,NA,163,363,FALSE,indep,yes,0.169120288868598,0.0296207383908373,0.298807654462229,d_sample (indep),0.341588661939484,0.058991969760256,0.623314351735112,0.285572915865425,0.935873297045233,0.221209555434584,0.430104556550744,NA,NA,196,NA,t,194,NA,2.39,NA,d = 0.34,cohen_d,0.034,NA,NA,NA,exact,0.022,NA,FALSE,0.16912028886859798,0.029613151102991557,0.2988156995828841
Br0x,Br0x_single-trace,A repeated measures ANOVA,NA,NA,358,785,FALSE,anova,no,NA,NA,NA,cohen_f_squared,0.065632183908046,0.0198915457221088,0.12711246769428,0.367104677850772,0.990952227909276,0.561610585359569,0.904539941336605,NA,NA,360,participants,F,2,348,11.42,NA,partial eta squared = 0.062,cohen_f_squared,0.06563218,NA,NA,NA,exact,1.571538e-5,two-tailed,NA,0.24817313311824432,0.13945711801662522,0.339170724960404
Br0x,Br0x_wlvxq6,Sample mean comparison,NA,NA,162,362,FALSE,one,yes,0.325056876172588,0.138851255857505,0.478944237654088,d_sample (one),0.342,0.139506621276768,0.542855882656198,0.508264806621051,0.998609725985709,0.39503638471542,0.719074576083893,NA,NA,100,American adults,t,99,NA,3.42,NA,d = 0.34,cohen_d,0.34,NA,NA,NA,exact,0.001,NA,TRUE,0.325056876172588,0.1388400645646272,0.4789547202769489
Br0x,Br0x_x7yjx8,Sample mean comparison,NA,NA,163,364,FALSE,indep,yes,0.168963815110846,0.0301851769839018,0.298036320757164,d_sample (indep),0.341399925372657,0.0601411717281628,0.621797062547483,0.287832733030679,0.937939132124513,0.222691016036897,0.433070818905375,NA,NA,198,NA,t,196,NA,2.4,NA,d = 0.34,cohen_d,0.34,NA,NA,NA,exact,0.015,NA,FALSE,0.1689638151108457,0.030178381661432857,0.29804364636256786
BrGp,BrGp_5rpk15,Other non-parametric test,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-parametric,NA,NA,0.55,NA,NULL,NA,NA,NA,NA,NA,exact,0.017,one-tailed,NA,NA,NA,NA
BrGp,BrGp_7rxk4x,Other non-parametric test,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,exact,0.032,NA,NA,NA,NA,NA
BrGp,BrGp_8njk52,Other non-parametric test,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-parametric,NA,NA,0.67,NA,NULL,NA,NA,NA,NA,NA,exact,0.06,one-tailed,NA,NA,NA,NA
BrGp,BrGp_blv93q,Sample mean comparison,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t,12,NA,5.42,NA,NULL,NA,NA,NA,NA,NA,exact,1.549884e-4,two-tailed,FALSE,0.842602873184436,0.5798539387113895,0.9224074901072343
BrGp,BrGp_g3ov8l,Sample mean comparison,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t,21,NA,1.89,NA,NULL,NA,NA,NA,NA,NA,exact,0.072,NA,FALSE,0.381277052038378,-0.037355112484997226,0.6490715835083057
BrGp,BrGp_m67j81,Other regression,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t,18,NA,3.87,NA,NULL,NA,NA,NA,NA,NA,exact,0.001,NA,NA,0.6739164405945941,0.33424147444189495,0.8235296803423373
BrGp,BrGp_nv4q6j,Other non-parametric test,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-parametric,NA,NA,0.65,NA,NULL,NA,NA,NA,NA,NA,exact,0.096,one-tailed,NA,NA,NA,NA
BrGp,BrGp_o25x3z,Other non-parametric test,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-parametric,NA,NA,0.65,NA,NULL,NA,NA,NA,NA,NA,exact,0.043,one-tailed,NA,NA,NA,NA
BrGp,BrGp_y3kqy7,Meta-analysis,NA,NA,NA,NA,FALSE,meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,exact,0.017,one-tailed,FALSE,NA,NA,NA
ByBk,ByBk_single-trace,Single equation regression analysis (e.g. ordinary least squares (OLS) regression),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,elections,NA,NA,NA,NA,NA,b=-0.29; SE = 0.07,regression_coefficient,-0.29,unstandardized_coefficient,-0.29,0.07,less-than,0.01,two-tailed,NA,NA,NA,NA
D2LY,D2LY_g81lpo,Logistic regression,NA,1206,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.05,-0.0695996398454005,-0.0304003601545995,NA,NA,0.7054180011138,0.963275944784563,NA,NA,7838,respondents,z,NA,NA,-5,main effect,"Table 2, 2 Year, Fertility expectation: B = -0.05, SE = 0.01, RRR = 0.96, p < .01",relative_risk_ratio,0.96,NA,-0.05,0.01,exact,5.733031e-7,two-tailed,TRUE,-0.05638659457547422,-0.078372998021707,-0.03431786099385175
D2LY,D2LY_md71wp,Logistic regression,NA,2160,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.07,-0.128798919536202,-0.0112010804637984,NA,NA,0.214686419151258,0.416951535678288,NA,NA,3062,respondents,z,NA,NA,-2.333333,main effect,"Table 3, With College Expectation, 4 Year, Fertility expectation: B = -0.07, SE = 0.03, RRR = 0.93, p < .05",relative_risk_ratio,0.93,NA,-0.07,0.03,exact,0.01963067,two-tailed,FALSE,-0.04212970037564706,-0.07735441216225729,-0.006747234363278774
D2LY,D2LY_mn5k2x,Logistic regression,NA,875,NA,NA,FALSE,ser,no,NA,NA,NA,ser_method,-0.11,-0.168798919536202,-0.0512010804637984,NA,NA,0.449690698023147,0.785247871140021,NA,NA,3062,respondents,z,NA,NA,-3.666667,main effect,"Table 3, Without College Expectation, 4 Year, Fertility expectation: B = -0.11, SE = 0.03, RRR = 0.89, p < .01",relative_risk_ratio,0.89,NA,-0.11,0.03,exact,2.457325e-4,two-tailed,FALSE,-0.06611766788185733,-0.10116079046925285,-0.030828251395469075
