paper_id,claim_id,orig_analysis_type,orig_total_model_params,orig_sample_size_50_for_100,orig_sample_size_90_for_75,orig_sample_size_90_for_50,is_covid,orig_stat_type_for_repli,orig_pearsons_r_defined,orig_pearsons_r_value,orig_pearsons_r_ci_lb,orig_pearsons_r_ci_ub,orig_effect_size_type_repli,orig_effect_size_value_repli,orig_effect_size_ci_lb,orig_effect_size_ci_ub,orig_power_threshold_small,orig_power_threshold_medium,orig_power_for_50_effect,orig_power_for_75_effect,original_effective_df1_reference,original_effective_sample_size,orig_sample_size_value,orig_sample_size_units,orig_stat_type,orig_stat_dof_1,orig_stat_dof_2,orig_stat_value,orig_stat_interaction,orig_effect_size_text,orig_effect_size_type_repro,orig_effect_size_value_repro,orig_coef_type,orig_coef_value,orig_coef_se,orig_p_value_type,orig_p_value,orig_p_value_tails,bushel_complex,orig_conv_r,orig_conv_r_lb,orig_conv_r_ub
7RR2,7RR2_2kl87y,Bivariate/multivariate correlation,4,NA,350,791,FALSE,part_cor,yes,0.23,0.0381745082586174,0.405476627266002,part_cor,-0.23,-0.405476627266002,-0.0381745082586174,0.17019019482724,0.879076944688722,0.210601752288746,0.414321627301113,NA,NA,107,students,t,103,NA,-2.398549,NA,NULL,NA,NA,NA,-0.23,0.09589132,exact,0.01825901,two-tailed,FALSE,-0.23000003262168103,-0.3962443699471798,-0.039953393486786976
7RR2,7RR2_4d3878,Bivariate/multivariate correlation,4,NA,98,224,FALSE,part_cor,yes,0.43,0.257939965732355,0.575623782946148,part_cor,-0.43,-0.575623782946148,-0.257939965732355,0.17019019482724,0.879076944688722,0.591525640061075,0.923832584280224,NA,NA,107,students,t,103,NA,-4.833722,NA,NULL,NA,NA,NA,-0.43,0.08895837,exact,4.695729e-6,two-tailed,FALSE,-0.43000003874958004,-0.5617394053279611,-0.26200086879435613
7RR2,7RR2_5vw85q,Bivariate/multivariate correlation,4,NA,230,522,FALSE,part_cor,yes,0.283,0.0946596031431483,0.451781718498012,part_cor,-0.283,-0.451781718498012,-0.0946596031431483,0.17019019482724,0.879076944688722,0.295957866423257,0.580087760501643,NA,NA,107,students,t,103,NA,-2.994554,NA,NULL,NA,NA,NA,-0.283,0.09450489,exact,0.003442106,two-tailed,FALSE,-0.28300000428770666,-0.4412051170940604,-0.09665109689433792
7RR2,7RR2_89x817,ANOVA/ANCOVA,NA,NA,272,610,FALSE,anova,yes,0.254375716517232,0.0593577349616936,0.420713146031892,cohen_f_squared,0.0691836734693878,0.00346508255217118,0.210764842815545,0.167675486535577,0.696893405630123,0.255919386205987,0.497411191448717,NA,NA,107,students,F,1,98,6.78,interaction,eta-squared = .065,eta_squared,0.065,NA,NA,NA,exact,0.01,NA,TRUE,0.25437571651723223,0.060893003381125514,0.4207129030270282
7RR2,7RR2_9qjzdd,ANOVA/ANCOVA,NA,NA,472,1059,FALSE,anova,yes,0.195634394948209,0,0.37053507803649,cohen_f_squared,0.0397959183673469,0,0.155963525424891,0.167675486535577,0.696893405630123,0.167058795160629,0.316455216964758,NA,NA,107,students,F,1,98,3.9,interaction,eta-squared = .038,eta_squared,0.038,NA,NA,NA,exact,0.05,NA,TRUE,0.19563439494820872,-9.50988904627095e-4,0.37053508124295526
7RR2,7RR2_b2pwnv,Bivariate/multivariate correlation,4,NA,269,609,FALSE,part_cor,yes,0.262,0.0721327135198861,0.433542556192346,part_cor,-0.262,-0.433542556192346,-0.0721327135198861,0.17019019482724,0.879076944688722,0.260121397359227,0.513971969105555,NA,NA,107,students,t,103,NA,-2.755257,NA,NULL,NA,NA,NA,-0.262,0.09509096,exact,0.00693606,two-tailed,FALSE,-0.26200003883881245,-0.42349512246754034,-0.07400546875199811
7RR2,7RR2_bd3w94,Bivariate/multivariate correlation,4,NA,464,1048,FALSE,part_cor,yes,0.2,0.00673605371579365,0.378860879837051,part_cor,-0.2,-0.378860879837051,-0.00673605371579365,0.17019019482724,0.879076944688722,0.17019019482724,0.326715658394877,NA,NA,107,students,t,103,NA,-2.071634,NA,NULL,NA,NA,NA,-0.2,0.09654216,exact,0.04079827,two-tailed,FALSE,-0.2000000170739664,-0.37039461455429157,-0.008521174696554293
7RR2,7RR2_bn72ln,Bivariate/multivariate correlation,4,NA,6647,14960,FALSE,part_cor,yes,0.053,0,0.244021780428933,part_cor,-0.053,-0.244021780428933,0.141980935881918,0.17019019482724,0.879076944688722,0.0580151545551242,0.0681513296695959,NA,NA,107,students,t,103,NA,-0.5386483,NA,NULL,NA,NA,NA,-0.053,0.09839444,exact,0.5912918,two-tailed,FALSE,-0.05299999837788953,-0.23906378979921353,0.138949424966045
7RR2,7RR2_bolw7q,Bivariate/multivariate correlation,4,NA,308,697,FALSE,part_cor,yes,0.245,0.0540374417705052,0.418673854061909,part_cor,-0.245,-0.418673854061909,-0.0540374417705052,0.17019019482724,0.879076944688722,0.23301585340586,0.460562409920559,NA,NA,107,students,t,103,NA,-2.564641,NA,NULL,NA,NA,NA,-0.245,0.09552995,exact,0.01176999,two-tailed,FALSE,-0.24500001893660595,-0.40905863338520904,-0.055847272677498054
7RR2,7RR2_brwop3,Bivariate/multivariate correlation,4,NA,196,446,FALSE,part_cor,yes,0.306,0.119555221779315,0.47159735448879,part_cor,-0.306,-0.47159735448879,-0.119555221779315,0.17019019482724,0.879076944688722,0.337912304790234,0.6506867693194,NA,NA,107,students,t,103,NA,-3.262036,NA,NULL,NA,NA,NA,-0.306,0.09380645,exact,0.001500714,two-tailed,FALSE,-0.30600002202594306,-0.4604506241192778,-0.12172900738808057
7RR2,7RR2_d5dy7d,Bivariate/multivariate correlation,4,NA,156,354,FALSE,part_cor,yes,0.343,0.160102792040858,0.503127579317425,part_cor,0.343,0.160102792040858,0.503127579317425,0.17019019482724,0.879076944688722,0.41027319445662,0.754870001629676,NA,NA,107,students,t,103,NA,3.705886,NA,NULL,NA,NA,NA,0.343,0.09255547,exact,3.410595e-4,two-tailed,FALSE,0.3430000098919922,0.16268332638301894,0.4910938676705068
7RR2,7RR2_g4xnzl,ANOVA/ANCOVA,NA,NA,467,1048,FALSE,anova,yes,0.196591661114235,0,0.370555366635849,cohen_f_squared,0.0402020202020202,0,0.156014842132219,0.168908698454101,0.701278465583431,0.16952558180918,0.321836774459102,NA,NA,107,students,F,1,99,3.98,main effect,eta-squared = .039,eta_squared,0.039,NA,NA,NA,exact,0.04879224,two-tailed,FALSE,0.1965916611142352,0.001059453643770374,0.37055537257399246
7RR2,7RR2_m5jnlk,Bivariate/multivariate correlation,4,NA,253,574,FALSE,part_cor,yes,0.27,0.0806916055030708,0.440507421023869,part_cor,-0.27,-0.440507421023869,-0.0806916055030708,0.17019019482724,0.879076944688722,0.273477107519317,0.539224729601222,NA,NA,107,students,t,103,NA,-2.845896,NA,NULL,NA,NA,NA,-0.27,0.09487345,exact,0.005344708,two-tailed,FALSE,-0.26999996499780016,-0.43025758086452875,-0.08260416306300591
7RR2,7RR2_m84pw1,Bivariate/multivariate correlation,4,NA,4285,9646,FALSE,part_cor,yes,0.066,0,0.256251657724888,part_cor,-0.066,-0.256251657724888,0.129174563421338,0.17019019482724,0.879076944688722,0.0624654447654563,0.0783189628781397,NA,NA,107,students,t,103,NA,-0.6712905,NA,NULL,NA,NA,NA,-0.066,0.09831809,exact,0.5035382,two-tailed,FALSE,-0.06599999905061507,-0.25101343301806067,0.1263271596492273
7RR2,7RR2_my485o,Bivariate/multivariate correlation,4,NA,308,697,FALSE,part_cor,yes,0.245,0.0540374417705052,0.418673854061909,part_cor,-0.245,-0.418673854061909,-0.0540374417705052,0.17019019482724,0.879076944688722,0.23301585340586,0.460562409920559,NA,NA,107,students,t,103,NA,-2.564641,NA,NULL,NA,NA,NA,-0.245,0.09552995,exact,0.01176999,two-tailed,FALSE,-0.24500001893660595,-0.40905863338520904,-0.055847272677498054
7RR2,7RR2_n1rp5w,Bivariate/multivariate correlation,4,NA,614,1385,FALSE,part_cor,yes,0.174,0,0.35555205668183,part_cor,0.174,-0.0202050348225375,0.35555205668183,0.17019019482724,0.879076944688722,0.140052158402057,0.25847841087618,NA,NA,107,students,t,103,NA,1.793262,NA,NULL,NA,NA,NA,0.174,0.09702987,exact,0.07586584,two-tailed,FALSE,0.17399998336099462,-0.018342522275282717,0.3477445142055121
7RR2,7RR2_odrqvl,ANOVA/ANCOVA,NA,NA,245,548,FALSE,indep,yes,0.26868620564748,0.083066478970374,0.427767622138563,d_sample (indep),0.552648677504673,0.16514372489267,0.937617463715248,0.176312792572294,0.726529035960717,0.293635164724944,0.565212962524058,NA,NA,107,students,F,1,106,8.17,main effect,eta-squared = .073,eta_squared,0.073,NA,NA,NA,exact,0.005,NA,FALSE,0.26750692412325433,0.08271583273430089,0.4260925691062956
7RR2,7RR2_r1kldq,Bivariate/multivariate correlation,4,NA,10100,22728,FALSE,part_cor,yes,0.043,0,0.234572654237613,part_cor,0.043,-0.151787775965598,0.234572654237613,0.17019019482724,0.879076944688722,0.0552662237647144,0.0619009514105793,NA,NA,107,students,t,103,NA,0.4368064,NA,NULL,NA,NA,NA,0.043,0.09844179,exact,0.6631661,two-tailed,TRUE,0.043000004754490125,-0.14860604626672919,0.22982461749545602
7RR2,7RR2_single-trace,"2x2x2x2 ANOVA (three between-subjects, one within-subjects)",NA,NA,475,1054,FALSE,anova,yes,0.196591661114235,0,0.370555366635849,cohen_f_squared,0.0402020202020202,0,0.156014842132219,0.168908698454101,0.701278465583431,0.16952558180918,0.321836774459102,NA,NA,107,students,F,1,99,3.98,main effect,eta squared = 0.039,eta_squared,0.039,NA,NA,NA,exact,0.049,NA,NA,NA,NA,NA
7RR2,7RR2_v4rpdk,Bivariate/multivariate correlation,4,NA,72965,164175,FALSE,part_cor,yes,0.016,0,0.208877896393569,part_cor,0.016,-0.178076058544275,0.208877896393569,0.17019019482724,0.879076944688722,0.0507268605934569,0.0516364692436329,NA,NA,107,students,t,103,NA,0.1624031,NA,NULL,NA,NA,NA,0.016,0.09852031,exact,0.8713066,two-tailed,TRUE,0.01600000453442267,-0.17445323488566497,0.20467022339201782
7RR2,7RR2_yor7v2,Bivariate/multivariate correlation,4,NA,93,214,FALSE,part_cor,yes,0.44,0.269416368681228,0.5838125301448,part_cor,-0.44,-0.5838125301448,-0.269416368681228,0.17019019482724,0.879076944688722,0.612171349179776,0.935707596545281,NA,NA,107,students,t,103,NA,-4.972743,NA,NULL,NA,NA,NA,-0.44,0.08848235,exact,2.645809e-6,two-tailed,FALSE,-0.4399999880968908,-0.5697439391660518,-0.27369038328214607
7WjP,7WjP_g42d91,ANOVA/ANCOVA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,participants,F,1,28,4.74,interaction,NULL,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
7WjP,7WjP_m52v4z,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,participants,t,14,NA,2.38,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
7WjP,7WjP_single-trace,repeated measures ANOVA,NA,NA,112,248,FALSE,anova,yes,0.380495770219001,0,0.621671881371947,cohen_f_squared,0.169285714285714,0,0.587932703426216,0.0826467574404763,0.262443034231365,0.192876283479281,0.371733278117732,NA,NA,30,participants,F,1,28,4.74,interaction,NA,partial_eta_squared,0.15,NA,NA,NA,exact,0.03805555,two-tailed,NA,0.3804957702190013,0.022436562038036727,0.6216718619090962
7X54,7X54_472vko,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.41915831175854,0.385993324079054,0.450660502382805,d_sample (indep),0.922939256539742,0.836473190368366,1.00921927996652,0.997537577976163,1,1,1,NA,NA,2279,respondents,t,2277,NA,22.03004,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_8123nd,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.252750512409572,0.207662156954219,0.29618411312903,d_sample (indep),0.522150411407722,0.424324511306906,0.61982282805729,0.982813421740676,1,0.999610662632178,0.999999999129951,NA,NA,1663,respondents,t,1661,NA,10.64662,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_9dv7o7,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.40833798949643,0.374751572006808,0.440278250446459,d_sample (indep),0.894270377016931,0.808061462055567,0.980296128986368,0.997537577976163,1,1,1,NA,NA,2279,respondents,t,2277,NA,21.34573,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_d74pk1,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.451810700566566,0.414373995312776,0.486905326344742,d_sample (indep),1.01228995236775,0.910057581420194,1.11422474951484,0.982813421740676,1,1,1,NA,NA,1663,respondents,t,1661,NA,20.64054,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_g33kw7,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.449211343971213,0.417269172215279,0.479456546866169,d_sample (indep),1.00515192201179,0.917900235767008,1.09221717175952,0.997537577976163,1,1,1,NA,NA,2279,respondents,t,2277,NA,23.99241,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_gwk6zj,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.262629749876995,0.224448728744365,0.299562966066712,d_sample (indep),0.544129727848253,0.460448369014412,0.627688622834614,0.997537577976163,1,0.999997069327491,0.999999999999996,NA,NA,2279,respondents,t,2277,NA,12.98807,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_kr452q,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.271323519610205,0.229226564203076,0.311855170476028,d_sample (indep),0.563492842149347,0.470740956620519,0.656094589124624,0.990627848988638,1,0.999980424466988,0.999999999999562,NA,NA,1860,respondents,t,1858,NA,12.15108,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_m6qkxx,Structural equation model,NA,NA,NA,NA,FALSE,skipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2901,respondents,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,less-than,0.001,NA,TRUE,NA,NA,NA
7X54,7X54_mq2jv3,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.438476505015966,0.406090242058851,0.469174405324347,d_sample (indep),0.975327171047626,0.888372435514251,1.06208935531217,0.997537577976163,1,1,1,NA,NA,2279,respondents,t,2277,NA,23.28051,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_n5y8v1,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.427310101238892,0.388692832653588,0.463627283450675,d_sample (indep),0.94469782481909,0.843222873597608,1.04589740386338,0.982813421740676,1,0.999999999999991,1,NA,NA,1663,respondents,t,1661,NA,19.26234,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_rdyrvd,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.263147001931165,0.220827425658013,0.303930543593032,d_sample (indep),0.545227094523145,0.452590486321911,0.637701160509926,0.990627848988638,1,0.999954909282872,0.999999999996394,NA,NA,1860,respondents,t,1858,NA,11.7572,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7X54,7X54_single-trace,NA,NA,33,153,339,FALSE,indep,yes,0.333995085437421,0.293847751712753,0.372335159762294,d_sample (indep),0.708305514606166,0.614508634739289,0.801929945716165,0.990627848988638,1,0.999999992983471,1,NA,NA,1860,individuals,t,1858,NA,15.2738,NA,NA,cohen_d,0.75066826632851,conditional_mean,0.032,NA,exact,1.048562e-49,two-tailed,NA,0.3339950854374211,0.2938505940950074,0.3723295709484619
7X54,7X54_vdy6zp,Sample mean comparison,NA,NA,NA,NA,FALSE,indep,yes,0.150967570399873,0.106357599652122,0.194631375128812,d_sample (indep),0.30527157063936,0.213813567982198,0.396638546426241,0.990627848988638,1,0.908199874861454,0.998533181307091,NA,NA,1860,respondents,t,1858,NA,6.582833,NA,NULL,NA,NA,NA,NA,NA,less-than,0.05,two-tailed,NA,NA,NA,NA
7d4J,7d4J_single-trace,Single equation regression analysis (e.g. ordinary least squares (OLS) regression),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13292,individuals,NA,NA,NA,NA,NA,"b=-0.069, SE=0.034",regression_coefficient,-0.069,unstandardized_coefficient,-0.069,0.034,less-than,0.05,undetermined,NA,NA,NA,NA
7ybJ,7ybJ_single-trace,Difference between two independent proportions,NA,86,415,934,FALSE,cramer_v,yes,0.212193160747895,0.0800439684619357,0.344333935713638,cramer_v,0.212193160747895,0.0800439684619357,0.344333935713638,0.317066666075755,0.993608442974146,0.349843164578696,0.655626865922822,NA,NA,220,referrals,chi_squared,NA,1,9.905706242672,NA,NA,cohen_w,0.212193160744381,NA,NA,NA,exact,0.002,NA,NA,NA,NA,NA
88xa,88xa_bd4vqj,Multilevel regression,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,participants,t,2186,NA,2.41,main effect,OR = 1.10,odds_ratio,1.1,NA,0.098,NA,less-than,0.02,NA,TRUE,NA,NA,NA
88xa,88xa_boy4np,ANOVA/ANCOVA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,participants,NA,1,120,5.69,interaction,NULL,NA,NA,NA,NA,NA,less-than,0.02,NA,TRUE,NA,NA,NA
88xa,88xa_m526y2,ANOVA/ANCOVA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,participants,F,1,175,5.56,interaction,partial eta-squared = .031,partial_eta_squared,0.031,NA,NA,NA,less-than,0.02,NA,TRUE,NA,NA,NA
88xa,88xa_m82do4,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,participants,z,NA,NA,1.93,NA,d = 0.73,cohen_d,0.73,NA,NA,NA,less-than,0.05,NA,FALSE,NA,NA,NA
88xa,88xa_my2n19,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,participants,z,NA,NA,3.67,NA,d = 1.04,cohen_d,1.04,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
88xa,88xa_single-trace,ANOVA,NA,NA,396,889,FALSE,anova,yes,0.212767734862054,0.0300260683591016,0.370056062939137,cohen_f_squared,0.0474166666666667,8.8758524619371e-4,0.156068847776742,0.19484700149572,0.782074548225162,0.222351396856127,0.432385960634877,NA,NA,128,individuals,F,1,120,5.69,interaction,NA,cohen_f_squared,0.0474167,NA,NA,NA,exact,0.01862707,two-tailed,NA,0.2127677348620538,0.03626306663229094,0.3700560673003303
8R9d,8R9d_2kjpzv,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-41.33,NA,d = 1.85,cohen_d,1.85,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_4d9x6l,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,26.82,NA,d = 1.20,cohen_d,1.2,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_5v4j3k,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,21.71,NA,d = 0.97,cohen_d,0.97,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_8974q1,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-30.86,NA,d = 1.38,cohen_d,1.38,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_9q35x9,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,36.38,NA,d = 1.63,cohen_d,1.63,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_b31372,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,45.53,NA,d = 2.04,cohen_d,2.04,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_b7lx28,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-28.92,NA,d = 1.29,cohen_d,1.29,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_bkpj4j,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-42.79,NA,d = 1.91,cohen_d,1.91,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_d5r3o4,Bivariate/multivariate correlation,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,NA,NA,NA,NA,NA,"r(514) = 0.17, p < 0.001",pearson_r,0.17,NA,0.17,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_g6zqdl,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,67.97,NA,d = 3.04,cohen_d,3.04,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_gzjkoy,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-20.01,NA,d = 0.90,cohen_d,0.9,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_mlq1kp,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-12.27,NA,d = 0.55,cohen_d,0.55,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_mvwky9,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-65.69,NA,d = 2.94,cohen_d,2.94,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_n1j7wn,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-19.16,NA,d = 0.86,cohen_d,0.86,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_od1lpq,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-25.98,NA,d = 1.16,cohen_d,1.16,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_r1zw73,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,514,NA,-3.53,NA,d = 0.24,cohen_d,0.24,NA,NA,NA,exact,0.007,NA,FALSE,NA,NA,NA
8R9d,8R9d_single-trace,t test,NA,NA,477,722,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-65.69,NA,d = 2.94,cohen_d,2.94,NA,NA,NA,exact,5.621371999991373e-306,two-tailed,NA,-0.826752106251837,-0.8375009162680905,-0.8149431611834465
8R9d,8R9d_v4wj5w,Contingency table,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,chi_squared,1,NA,16.91,NA,phi = 0.22,phi,0.22,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8R9d,8R9d_yox4lo,Sample mean comparison,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,participants,t,1998,NA,-65.26,NA,d = 2.92,cohen_d,2.92,NA,NA,NA,less-than,0.001,NA,FALSE,NA,NA,NA
8Wy0,8Wy0_single-trace,Logistic regression (specifically),NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5360,attacks,NA,NA,NA,NA,NA,NA,NA,NA,unstandardized_coefficient,2.845,1.006,less-than,0.01,two-tailed,NA,NA,NA,NA
8e25,8e25_single-trace,Multiple linear regression,12,NA,897,1339,TRUE,regress,yes,0.124888638396964,0.0674144678445651,0.181081377028868,cohen_f_squared,0.015844298245614,0.00455746361465339,0.0338427585151513,0.921690854221342,0.999999999954585,0.565592265332983,0.890209457062574,NA,NA,1152,individuals,t,1140,NA,4.25,main effect,NA,cohen_f_squared,0.0158443,unstandardized_coef,0.17,0.04,less-than,0.001,NA,NA,0.12488863839696401,0.06741447172936403,0.18108135938615721
8ePX,8ePX_single-trace,multinomial logistic regression,NA,NA,596,1341,TRUE,ser,no,NA,NA,NA,ser_method,-0.7985077,-1.25125938042875,-0.345756019571248,NA,NA,0.408540191861943,0.736503078352338,NA,NA,381,students,NA,NA,NA,NA,NA,OR=0.45,odds_ratio,0.45,log-odds coefficient,-0.7985077,0.231,threshold,1e-4,NA,NA,NA,NA,NA
8w97,8w97_single-trace,ANOVA,NA,NA,31,68,FALSE,anova,yes,0.626527638408176,0.292047751565526,0.789838536809579,cohen_f_squared,0.646190476190476,0.0851366706576908,1.51426247292845,0.0743597630469489,0.208388027831218,0.452048507845982,0.787303355642772,NA,NA,23,participants,F,1,21,13.57,main effect,NA,cohen_f_squared,0.6461905,NA,NA,NA,exact,0.001380362,two-tailed,NA,0.6265276384081759,0.2920623619217966,0.7898386298127859
8wZ0,8wZ0_single-trace,ANOVA,NA,NA,230,512,FALSE,anova,yes,0.276855987758083,0.0660483462854058,0.452076569625388,cohen_f_squared,0.0830120481927711,0.00427840375681387,0.250826705769248,0.149214518563239,0.6248416593817,0.259299786977557,0.503712073526943,NA,NA,85,participants,F,1,83,6.89,interaction,partial eta squared = 0.08,cohen_f_squared,0.08301205,NA,NA,NA,exact,0.01,NA,NA,0.2768559877580827,0.0675895341780027,0.45207680247401427
